Gene ID	CCDS ID
ENSMUSG00000020220	
ENSMUSG00000027405	
ENSMUSG00000031362	CCDS41012
ENSMUSG00000027405	
ENSMUSG00000053161	
ENSMUSG00000031504	CCDS22095
ENSMUSG00000031362	
ENSMUSG00000027405	
ENSMUSG00000039697	
ENSMUSG00000027405	
ENSMUSG00000031362	
ENSMUSG00000053161	CCDS15103
ENSMUSG00000031362	
ENSMUSG00000027405	
ENSMUSG00000039697	
ENSMUSG00000039419	CCDS20094
ENSMUSG00000031765	CCDS40438
ENSMUSG00000096957	
ENSMUSG00000039697	
ENSMUSG00000035623	CCDS40025
ENSMUSG00000039419	CCDS20094
ENSMUSG00000110245	
ENSMUSG00000031765	
ENSMUSG00000108217	
ENSMUSG00000031765	
ENSMUSG00000039656	CCDS57066
ENSMUSG00000035623	
ENSMUSG00000078317	CCDS41011
ENSMUSG00000107454	
ENSMUSG00000027164	CCDS16464
ENSMUSG00000035623	
ENSMUSG00000053161	
ENSMUSG00000107643	
ENSMUSG00000107725	
ENSMUSG00000039656	
ENSMUSG00000099426	
ENSMUSG00000027164	
ENSMUSG00000099426	
ENSMUSG00000035623	
ENSMUSG00000039697	
ENSMUSG00000053161	
ENSMUSG00000107782	
ENSMUSG00000107433	
ENSMUSG00000039697	
ENSMUSG00000035623	
ENSMUSG00000053161	
ENSMUSG00000107913	
ENSMUSG00000035623	
ENSMUSG00000102896	
ENSMUSG00000067771	CCDS53093
ENSMUSG00000108146	
ENSMUSG00000039697	
ENSMUSG00000107729	
ENSMUSG00000108547	
ENSMUSG00000074968	
ENSMUSG00000024213	CCDS28566
ENSMUSG00000067771	CCDS53093
ENSMUSG00000108693	
ENSMUSG00000039697	
ENSMUSG00000083719	
ENSMUSG00000107779	
ENSMUSG00000032094	CCDS23124
ENSMUSG00000101578	CCDS26323
ENSMUSG00000074968	
ENSMUSG00000004788	CCDS26053
ENSMUSG00000108123	
ENSMUSG00000024213	CCDS70776
ENSMUSG00000108189	
ENSMUSG00000032094	
ENSMUSG00000004788	
ENSMUSG00000039697	CCDS23765
ENSMUSG00000039656	
ENSMUSG00000032094	
ENSMUSG00000004788	
ENSMUSG00000079575	
ENSMUSG00000028845	CCDS18651
ENSMUSG00000082474	
ENSMUSG00000024213	
ENSMUSG00000004788	
ENSMUSG00000016253	CCDS38358
ENSMUSG00000108008	
ENSMUSG00000030657	
ENSMUSG00000106576	
ENSMUSG00000107965	
ENSMUSG00000007458	CCDS20493
ENSMUSG00000040998	CCDS17845
ENSMUSG00000107571	
ENSMUSG00000039656	CCDS57067
ENSMUSG00000004788	
ENSMUSG00000024213	
ENSMUSG00000028845	
ENSMUSG00000028106	
ENSMUSG00000071745	CCDS53094
ENSMUSG00000107442	
ENSMUSG00000004788	
ENSMUSG00000107443	
ENSMUSG00000096711	
ENSMUSG00000040998	
ENSMUSG00000007458	CCDS20493
ENSMUSG00000028845	
ENSMUSG00000039656	CCDS57068
ENSMUSG00000108030	
ENSMUSG00000096711	
ENSMUSG00000107515	
ENSMUSG00000004788	
ENSMUSG00000024213	
ENSMUSG00000107414	
ENSMUSG00000108085	
ENSMUSG00000024213	
ENSMUSG00000028845	
ENSMUSG00000039656	
ENSMUSG00000016253	
ENSMUSG00000007458	
ENSMUSG00000024213	
ENSMUSG00000028106	CCDS38549
ENSMUSG00000107712	
ENSMUSG00000039656	
ENSMUSG00000024213	
ENSMUSG00000107886	
ENSMUSG00000028845	CCDS18651
ENSMUSG00000107839	
ENSMUSG00000039656	
ENSMUSG00000107606	
ENSMUSG00000101896	
ENSMUSG00000024213	
ENSMUSG00000039656	
ENSMUSG00000028106	
ENSMUSG00000016253	
ENSMUSG00000039656	
ENSMUSG00000102694	
ENSMUSG00000040998	CCDS17846
ENSMUSG00000024830	CCDS29419
ENSMUSG00000016253	
ENSMUSG00000029769	
ENSMUSG00000028106	
ENSMUSG00000016253	
ENSMUSG00000075510	CCDS48949
ENSMUSG00000028106	
ENSMUSG00000074695	CCDS36070
ENSMUSG00000016253	
ENSMUSG00000029769	
ENSMUSG00000079698	CCDS49972
ENSMUSG00000024830	
ENSMUSG00000040998	CCDS71321
ENSMUSG00000022181	CCDS37025
ENSMUSG00000028106	
ENSMUSG00000024830	
ENSMUSG00000022181	
ENSMUSG00000081914	
ENSMUSG00000035509	
ENSMUSG00000105093	
ENSMUSG00000029769	CCDS51736
ENSMUSG00000040998	CCDS71322
ENSMUSG00000022181	
ENSMUSG00000029769	CCDS59693
ENSMUSG00000028459	CCDS51164
ENSMUSG00000040998	CCDS71323
ENSMUSG00000067702	CCDS39640
ENSMUSG00000040998	
ENSMUSG00000022181	
ENSMUSG00000030657	CCDS40101
ENSMUSG00000101728	
ENSMUSG00000024712	CCDS29688
ENSMUSG00000029769	
ENSMUSG00000035509	
ENSMUSG00000022181	CCDS37025
ENSMUSG00000101728	
ENSMUSG00000024830	
ENSMUSG00000029769	
ENSMUSG00000026504	
ENSMUSG00000041961	CCDS36102
ENSMUSG00000030657	
ENSMUSG00000108129	
ENSMUSG00000016256	CCDS17152
ENSMUSG00000035509	
ENSMUSG00000029769	
ENSMUSG00000108129	
ENSMUSG00000024712	
ENSMUSG00000035509	
ENSMUSG00000029769	
ENSMUSG00000108129	
ENSMUSG00000024712	
ENSMUSG00000041961	CCDS70134
ENSMUSG00000083413	
ENSMUSG00000029769	
ENSMUSG00000082641	
ENSMUSG00000108129	
ENSMUSG00000024830	
ENSMUSG00000041961	
ENSMUSG00000024998	CCDS37973
ENSMUSG00000098383	
ENSMUSG00000017412	CCDS16035
ENSMUSG00000024830	
ENSMUSG00000020930	CCDS25506
ENSMUSG00000084758	
ENSMUSG00000017412	CCDS71052
ENSMUSG00000035509	CCDS26563
ENSMUSG00000024830	
ENSMUSG00000047264	CCDS40205
ENSMUSG00000020930	
ENSMUSG00000024830	
ENSMUSG00000024998	CCDS37973
ENSMUSG00000102951	
ENSMUSG00000020776	
ENSMUSG00000024830	
ENSMUSG00000026504	
ENSMUSG00000017412	CCDS16034
ENSMUSG00000047264	
ENSMUSG00000078639	CCDS38815
ENSMUSG00000024830	
ENSMUSG00000024998	
ENSMUSG00000047264	CCDS40205
ENSMUSG00000104555	
ENSMUSG00000024830	
ENSMUSG00000038060	
ENSMUSG00000017412	
ENSMUSG00000048410	
ENSMUSG00000091631	CCDS49973
ENSMUSG00000017412	
ENSMUSG00000100685	
ENSMUSG00000024998	
ENSMUSG00000016255	CCDS38359
ENSMUSG00000100813	
ENSMUSG00000108446	
ENSMUSG00000017412	
ENSMUSG00000108446	
ENSMUSG00000032673	CCDS24495
ENSMUSG00000082132	
ENSMUSG00000045826	CCDS37884
ENSMUSG00000058328	CCDS30194
ENSMUSG00000021340	CCDS26384
ENSMUSG00000048410	CCDS50338
ENSMUSG00000065990	
ENSMUSG00000000247	CCDS71048
ENSMUSG00000058328	
ENSMUSG00000100509	
ENSMUSG00000048410	
ENSMUSG00000058328	CCDS30194
ENSMUSG00000000247	
ENSMUSG00000099937	
ENSMUSG00000021340	
ENSMUSG00000048410	
ENSMUSG00000092335	
ENSMUSG00000084077	
ENSMUSG00000085315	
ENSMUSG00000082178	
ENSMUSG00000021340	
ENSMUSG00000058328	CCDS30194
ENSMUSG00000048410	
ENSMUSG00000024998	
ENSMUSG00000000247	
ENSMUSG00000048410	
ENSMUSG00000032673	CCDS48762
ENSMUSG00000024998	
ENSMUSG00000085315	
ENSMUSG00000084159	
ENSMUSG00000079566	CCDS57762
ENSMUSG00000016252	CCDS38360
ENSMUSG00000082818	
ENSMUSG00000027742	CCDS50905
ENSMUSG00000025201	
ENSMUSG00000105834	
ENSMUSG00000101019	
ENSMUSG00000082324	
ENSMUSG00000029765	CCDS19985
ENSMUSG00000016252	
ENSMUSG00000028459	CCDS38740
ENSMUSG00000016252	
ENSMUSG00000108607	
ENSMUSG00000106834	
ENSMUSG00000108607	
ENSMUSG00000029765	
ENSMUSG00000027742	
ENSMUSG00000096820	
ENSMUSG00000028459	
ENSMUSG00000026260	CCDS15167
ENSMUSG00000032666	CCDS35737
ENSMUSG00000027742	
ENSMUSG00000096820	
ENSMUSG00000086720	
ENSMUSG00000000247	CCDS16008
ENSMUSG00000026504	CCDS35798
ENSMUSG00000027742	
ENSMUSG00000086720	
ENSMUSG00000074158	
ENSMUSG00000000247	
ENSMUSG00000103280	
ENSMUSG00000074158	CCDS57543
ENSMUSG00000000247	
ENSMUSG00000110055	
ENSMUSG00000065990	CCDS19043
ENSMUSG00000074158	
ENSMUSG00000032666	CCDS35737
ENSMUSG00000026260	
ENSMUSG00000026504	
ENSMUSG00000028459	CCDS51166
ENSMUSG00000062203	CCDS49764
ENSMUSG00000000247	
ENSMUSG00000042286	
ENSMUSG00000020776	
ENSMUSG00000026260	
ENSMUSG00000027742	
ENSMUSG00000019295	CCDS19206
ENSMUSG00000026504	
ENSMUSG00000026260	
ENSMUSG00000065990	
ENSMUSG00000087539	
ENSMUSG00000027742	
ENSMUSG00000028459	CCDS51165
ENSMUSG00000103163	
ENSMUSG00000072572	
ENSMUSG00000032666	
ENSMUSG00000020396	CCDS36099
ENSMUSG00000026260	
ENSMUSG00000065990	CCDS19043
ENSMUSG00000038365	
ENSMUSG00000103646	
ENSMUSG00000028459	
ENSMUSG00000032666	
ENSMUSG00000089861	
ENSMUSG00000019295	
ENSMUSG00000026260	
ENSMUSG00000042268	CCDS15273
ENSMUSG00000028459	
ENSMUSG00000019295	
ENSMUSG00000026260	
ENSMUSG00000065990	
ENSMUSG00000028459	
ENSMUSG00000044441	
ENSMUSG00000026155	
ENSMUSG00000093775	
ENSMUSG00000062203	CCDS27961
ENSMUSG00000026260	
ENSMUSG00000102475	
ENSMUSG00000058656	
ENSMUSG00000042268	
ENSMUSG00000065990	CCDS19043
ENSMUSG00000038365	CCDS22118
ENSMUSG00000028459	
ENSMUSG00000042286	
ENSMUSG00000102749	
ENSMUSG00000019295	
ENSMUSG00000044441	CCDS29634
ENSMUSG00000028459	
ENSMUSG00000062203	
ENSMUSG00000072572	CCDS36914
ENSMUSG00000038365	
ENSMUSG00000103367	
ENSMUSG00000042268	
ENSMUSG00000020434	CCDS24368
ENSMUSG00000038060	
ENSMUSG00000090363	
ENSMUSG00000044441	
ENSMUSG00000038365	
ENSMUSG00000102133	
ENSMUSG00000042268	
ENSMUSG00000090363	
ENSMUSG00000095553	
ENSMUSG00000072572	
ENSMUSG00000038365	
ENSMUSG00000062203	
ENSMUSG00000044441	CCDS29634
ENSMUSG00000103251	
ENSMUSG00000036503	CCDS50913
ENSMUSG00000095553	
ENSMUSG00000085880	
ENSMUSG00000062203	
ENSMUSG00000102427	
ENSMUSG00000033715	CCDS26218
ENSMUSG00000099626	
ENSMUSG00000036503	
ENSMUSG00000104391	
ENSMUSG00000042286	
ENSMUSG00000086355	
ENSMUSG00000103584	
ENSMUSG00000033715	
ENSMUSG00000102108	
ENSMUSG00000036572	CCDS30068
ENSMUSG00000060467	
ENSMUSG00000016257	CCDS17155
ENSMUSG00000033715	CCDS26218
ENSMUSG00000087082	
ENSMUSG00000036503	
ENSMUSG00000103813	
ENSMUSG00000058656	CCDS37072
ENSMUSG00000036572	
ENSMUSG00000036503	
ENSMUSG00000085221	
ENSMUSG00000038060	
ENSMUSG00000016257	
ENSMUSG00000036503	
ENSMUSG00000081875	
ENSMUSG00000083673	
ENSMUSG00000090461	CCDS48700
ENSMUSG00000016257	
ENSMUSG00000103813	
ENSMUSG00000072479	
ENSMUSG00000036503	
ENSMUSG00000103813	
ENSMUSG00000095015	
ENSMUSG00000016257	
ENSMUSG00000042002	CCDS19562
ENSMUSG00000036572	
ENSMUSG00000095015	
ENSMUSG00000026155	CCDS14851
ENSMUSG00000093950	
ENSMUSG00000090461	
ENSMUSG00000058690	
ENSMUSG00000111088	
ENSMUSG00000016257	
ENSMUSG00000108089	
ENSMUSG00000036503	
ENSMUSG00000018168	CCDS25352
ENSMUSG00000072479	CCDS53095
ENSMUSG00000026155	
ENSMUSG00000042002	
ENSMUSG00000022033	CCDS27215
ENSMUSG00000026155	CCDS69870
ENSMUSG00000080158	
ENSMUSG00000038060	
ENSMUSG00000058656	
ENSMUSG00000072479	CCDS53095
ENSMUSG00000018168	
ENSMUSG00000036503	
ENSMUSG00000022033	
ENSMUSG00000058656	
ENSMUSG00000042002	
ENSMUSG00000101323	
ENSMUSG00000082353	
ENSMUSG00000036503	
ENSMUSG00000018168	
ENSMUSG00000038060	
ENSMUSG00000108295	
ENSMUSG00000022033	
ENSMUSG00000042002	
ENSMUSG00000024190	CCDS28552
ENSMUSG00000038060	
ENSMUSG00000072584	
ENSMUSG00000108295	
ENSMUSG00000018168	
ENSMUSG00000091679	CCDS49974
ENSMUSG00000036503	CCDS79910
ENSMUSG00000038060	
ENSMUSG00000026155	
ENSMUSG00000036503	
ENSMUSG00000051224	CCDS53249
ENSMUSG00000024190	
ENSMUSG00000091679	CCDS49974
ENSMUSG00000102090	
ENSMUSG00000104412	
ENSMUSG00000104443	
ENSMUSG00000082683	
ENSMUSG00000051224	
ENSMUSG00000024190	
ENSMUSG00000101684	
ENSMUSG00000038060	CCDS52963
ENSMUSG00000026155	
ENSMUSG00000106006	
ENSMUSG00000067764	
ENSMUSG00000051224	CCDS53249
ENSMUSG00000026155	
ENSMUSG00000103744	
ENSMUSG00000106421	
ENSMUSG00000067764	CCDS30198
ENSMUSG00000058690	CCDS26948
ENSMUSG00000098162	
ENSMUSG00000100820	
ENSMUSG00000026156	
ENSMUSG00000101099	
ENSMUSG00000110519	
ENSMUSG00000058690	
ENSMUSG00000101099	
ENSMUSG00000050600	CCDS38361
ENSMUSG00000002968	
ENSMUSG00000100681	
ENSMUSG00000100232	
ENSMUSG00000093582	
ENSMUSG00000110671	
ENSMUSG00000047462	
ENSMUSG00000041815	
ENSMUSG00000028458	CCDS18094
ENSMUSG00000100232	
ENSMUSG00000100232	
ENSMUSG00000103315	
ENSMUSG00000002968	CCDS21220
ENSMUSG00000058690	CCDS26947
ENSMUSG00000002968	
ENSMUSG00000095049	
ENSMUSG00000083502	
ENSMUSG00000104321	
ENSMUSG00000058147	CCDS30197
ENSMUSG00000023873	
ENSMUSG00000041815	CCDS27697
ENSMUSG00000058690	
ENSMUSG00000026156	CCDS14850
ENSMUSG00000108025	
ENSMUSG00000041815	
ENSMUSG00000002968	
ENSMUSG00000027524	
ENSMUSG00000086095	
ENSMUSG00000028458	
ENSMUSG00000086095	
ENSMUSG00000038670	CCDS52233
ENSMUSG00000023873	CCDS28385
ENSMUSG00000041815	
ENSMUSG00000002968	
ENSMUSG00000026156	
ENSMUSG00000028458	
ENSMUSG00000028991	CCDS18937
ENSMUSG00000086095	
ENSMUSG00000073125	
ENSMUSG00000104042	
ENSMUSG00000110493	
ENSMUSG00000002968	
ENSMUSG00000086095	
ENSMUSG00000041815	
ENSMUSG00000051805	
ENSMUSG00000073125	
ENSMUSG00000028458	
ENSMUSG00000038670	
ENSMUSG00000041815	
ENSMUSG00000002968	
ENSMUSG00000014980	CCDS15363
ENSMUSG00000086095	
ENSMUSG00000058690	
ENSMUSG00000040467	
ENSMUSG00000028458	
ENSMUSG00000023873	
ENSMUSG00000002968	
ENSMUSG00000010651	CCDS23608
ENSMUSG00000099427	
ENSMUSG00000051592	CCDS29961
ENSMUSG00000028991	
ENSMUSG00000002968	
ENSMUSG00000014980	
ENSMUSG00000010651	
ENSMUSG00000028991	
ENSMUSG00000094482	
ENSMUSG00000099892	
ENSMUSG00000014980	
ENSMUSG00000058690	
ENSMUSG00000002968	
ENSMUSG00000103474	
ENSMUSG00000107022	
ENSMUSG00000058690	
ENSMUSG00000014980	
ENSMUSG00000051592	CCDS29961
ENSMUSG00000111197	
ENSMUSG00000058690	
ENSMUSG00000100977	
ENSMUSG00000014980	
ENSMUSG00000027524	CCDS17156
ENSMUSG00000002968	
ENSMUSG00000084136	
ENSMUSG00000014980	
ENSMUSG00000103892	
ENSMUSG00000111590	
ENSMUSG00000058690	
ENSMUSG00000002968	
ENSMUSG00000014980	
ENSMUSG00000027524	
ENSMUSG00000111590	
ENSMUSG00000032009	
ENSMUSG00000027524	
ENSMUSG00000093602	
ENSMUSG00000002968	
ENSMUSG00000111590	
ENSMUSG00000002968	
ENSMUSG00000101601	
ENSMUSG00000032009	
ENSMUSG00000084795	
ENSMUSG00000103969	
ENSMUSG00000067724	CCDS19123
ENSMUSG00000084795	
ENSMUSG00000034575	
ENSMUSG00000032009	
ENSMUSG00000084795	
ENSMUSG00000093531	
ENSMUSG00000073125	CCDS41009
ENSMUSG00000060827	
ENSMUSG00000052675	
ENSMUSG00000102339	
ENSMUSG00000034575	CCDS26622
ENSMUSG00000060827	
ENSMUSG00000041881	CCDS28631
ENSMUSG00000087215	
ENSMUSG00000060827	
ENSMUSG00000031669	CCDS22564
ENSMUSG00000101516	
ENSMUSG00000060827	CCDS16342
ENSMUSG00000093818	
ENSMUSG00000019699	
ENSMUSG00000086177	
ENSMUSG00000031669	
ENSMUSG00000052675	CCDS39824
ENSMUSG00000032009	CCDS22820
ENSMUSG00000101516	
ENSMUSG00000101516	
ENSMUSG00000019699	CCDS35799
ENSMUSG00000041881	
ENSMUSG00000052675	
ENSMUSG00000032009	
ENSMUSG00000104315	
ENSMUSG00000052675	
ENSMUSG00000032009	
ENSMUSG00000019699	
ENSMUSG00000025722	CCDS52282
ENSMUSG00000032009	
ENSMUSG00000103783	
ENSMUSG00000078906	
ENSMUSG00000087465	
ENSMUSG00000078906	
ENSMUSG00000041881	
ENSMUSG00000108703	
ENSMUSG00000019699	CCDS35799
ENSMUSG00000082540	
ENSMUSG00000041881	
ENSMUSG00000102211	
ENSMUSG00000072731	
ENSMUSG00000085608	
ENSMUSG00000075121	
ENSMUSG00000061758	CCDS19992
ENSMUSG00000075121	CCDS16343
ENSMUSG00000020776	CCDS25659
ENSMUSG00000082112	
ENSMUSG00000020702	CCDS36249
ENSMUSG00000080751	
ENSMUSG00000041881	
ENSMUSG00000081720	
ENSMUSG00000030339	CCDS20549
ENSMUSG00000041881	
ENSMUSG00000020702	
ENSMUSG00000061758	
ENSMUSG00000041881	
ENSMUSG00000030339	
ENSMUSG00000020776	
ENSMUSG00000021595	
ENSMUSG00000030339	
ENSMUSG00000041881	
ENSMUSG00000102458	
ENSMUSG00000020776	
ENSMUSG00000020776	
ENSMUSG00000021595	
ENSMUSG00000068999	
ENSMUSG00000061758	
ENSMUSG00000041881	
ENSMUSG00000020702	
ENSMUSG00000068999	CCDS50922
ENSMUSG00000097990	
ENSMUSG00000100684	
ENSMUSG00000099936	
ENSMUSG00000020776	
ENSMUSG00000078905	CCDS50818
ENSMUSG00000061758	
ENSMUSG00000102013	
ENSMUSG00000020776	
ENSMUSG00000061758	
ENSMUSG00000078905	
ENSMUSG00000103276	
ENSMUSG00000020776	
ENSMUSG00000083780	
ENSMUSG00000061758	
ENSMUSG00000102889	
ENSMUSG00000083780	
ENSMUSG00000020776	
ENSMUSG00000084050	
ENSMUSG00000040459	CCDS40215
ENSMUSG00000103949	
ENSMUSG00000083780	
ENSMUSG00000020776	
ENSMUSG00000040459	
ENSMUSG00000025722	
ENSMUSG00000032330	CCDS23366
ENSMUSG00000040459	
ENSMUSG00000020776	CCDS25659
ENSMUSG00000080888	
ENSMUSG00000040459	
ENSMUSG00000024209	CCDS37666
ENSMUSG00000032330	
ENSMUSG00000025722	
ENSMUSG00000024818	
ENSMUSG00000032330	
ENSMUSG00000025722	
ENSMUSG00000024209	
ENSMUSG00000075120	
ENSMUSG00000081949	
ENSMUSG00000015340	CCDS30010
ENSMUSG00000075120	
ENSMUSG00000025722	
ENSMUSG00000025722	
ENSMUSG00000075120	CCDS16344
ENSMUSG00000015340	
ENSMUSG00000025722	
ENSMUSG00000048540	CCDS17685
ENSMUSG00000015340	
ENSMUSG00000025722	
ENSMUSG00000048874	CCDS35530
ENSMUSG00000026407	
ENSMUSG00000025722	
ENSMUSG00000015340	
ENSMUSG00000048540	CCDS17685
ENSMUSG00000048874	
ENSMUSG00000025722	
ENSMUSG00000009487	CCDS52251
ENSMUSG00000048540	CCDS17685
ENSMUSG00000015340	
ENSMUSG00000042694	CCDS29892
ENSMUSG00000048874	
ENSMUSG00000090093	
ENSMUSG00000048874	
ENSMUSG00000026407	CCDS48380
ENSMUSG00000107764	
ENSMUSG00000042694	
ENSMUSG00000090093	
ENSMUSG00000042694	
ENSMUSG00000090093	
ENSMUSG00000026407	
ENSMUSG00000090093	
ENSMUSG00000090093	
ENSMUSG00000009487	
ENSMUSG00000035242	
ENSMUSG00000097938	
ENSMUSG00000026407	
ENSMUSG00000048874	
ENSMUSG00000087588	
ENSMUSG00000009487	
ENSMUSG00000090027	
ENSMUSG00000024725	CCDS37930
ENSMUSG00000090119	
ENSMUSG00000048874	
ENSMUSG00000026407	
ENSMUSG00000048874	
ENSMUSG00000048874	
ENSMUSG00000078902	
ENSMUSG00000029553	CCDS19920
ENSMUSG00000042694	
ENSMUSG00000048874	
ENSMUSG00000078902	
ENSMUSG00000043740	CCDS28864
ENSMUSG00000048874	
ENSMUSG00000042694	
ENSMUSG00000004561	CCDS36913
ENSMUSG00000024725	
ENSMUSG00000094814	
ENSMUSG00000042694	
ENSMUSG00000029553	
ENSMUSG00000048874	
ENSMUSG00000024725	
ENSMUSG00000042694	
ENSMUSG00000029553	
ENSMUSG00000048874	
ENSMUSG00000080783	
ENSMUSG00000026407	CCDS35724
ENSMUSG00000042694	
ENSMUSG00000029553	
ENSMUSG00000043740	
ENSMUSG00000048874	
ENSMUSG00000015053	CCDS20333
ENSMUSG00000042694	
ENSMUSG00000100485	
ENSMUSG00000029553	
ENSMUSG00000042694	
ENSMUSG00000102717	
ENSMUSG00000048874	CCDS35530
ENSMUSG00000015053	
ENSMUSG00000026971	CCDS16060
ENSMUSG00000102838	
ENSMUSG00000043740	
ENSMUSG00000095549	
ENSMUSG00000043740	
ENSMUSG00000078903	
ENSMUSG00000015053	CCDS20333
ENSMUSG00000076632	
ENSMUSG00000035242	
ENSMUSG00000047026	CCDS21784
ENSMUSG00000015053	
ENSMUSG00000078903	
ENSMUSG00000089678	
ENSMUSG00000024818	CCDS29482
ENSMUSG00000015053	
ENSMUSG00000078903	
ENSMUSG00000024818	
ENSMUSG00000078903	
ENSMUSG00000078903	CCDS38363
ENSMUSG00000024818	CCDS29482
ENSMUSG00000078903	CCDS38363
ENSMUSG00000021265	CCDS26164
ENSMUSG00000024818	
ENSMUSG00000035242	CCDS56736
ENSMUSG00000021596	
ENSMUSG00000082376	
ENSMUSG00000075119	
ENSMUSG00000042254	CCDS23287
ENSMUSG00000021265	
ENSMUSG00000089678	
ENSMUSG00000035242	
ENSMUSG00000021596	
ENSMUSG00000075119	CCDS16345
ENSMUSG00000021265	
ENSMUSG00000049916	CCDS37269
ENSMUSG00000024818	
ENSMUSG00000079067	
ENSMUSG00000021596	
ENSMUSG00000035242	
ENSMUSG00000034714	CCDS25608
ENSMUSG00000026971	
ENSMUSG00000090581	
ENSMUSG00000084323	
ENSMUSG00000042254	
ENSMUSG00000049916	CCDS37269
ENSMUSG00000035242	
ENSMUSG00000090581	CCDS50923
ENSMUSG00000034714	
ENSMUSG00000082608	
ENSMUSG00000052921	CCDS24873
ENSMUSG00000035242	
ENSMUSG00000093699	
ENSMUSG00000052921	
ENSMUSG00000091080	CCDS52894
ENSMUSG00000042286	CCDS26906
ENSMUSG00000021596	
ENSMUSG00000052921	
ENSMUSG00000021596	
ENSMUSG00000078901	
ENSMUSG00000026971	
ENSMUSG00000103878	
ENSMUSG00000093484	
ENSMUSG00000089678	CCDS79362
ENSMUSG00000078901	
ENSMUSG00000052921	
ENSMUSG00000103878	
ENSMUSG00000042286	
ENSMUSG00000021596	
ENSMUSG00000026971	
ENSMUSG00000028527	CCDS18394
ENSMUSG00000021596	
ENSMUSG00000085699	
ENSMUSG00000024905	CCDS37880
ENSMUSG00000052921	
ENSMUSG00000026971	
ENSMUSG00000094520	
ENSMUSG00000028527	CCDS18394
ENSMUSG00000021596	CCDS26656
ENSMUSG00000042286	
ENSMUSG00000052921	CCDS24873
ENSMUSG00000094520	CCDS21600
ENSMUSG00000089678	CCDS27378
ENSMUSG00000026971	
ENSMUSG00000028527	CCDS18394
ENSMUSG00000091491	CCDS49975
ENSMUSG00000042286	
ENSMUSG00000075117	
ENSMUSG00000095788	
ENSMUSG00000024905	CCDS70912
ENSMUSG00000082281	
ENSMUSG00000029679	CCDS51728
ENSMUSG00000042286	
ENSMUSG00000028527	
ENSMUSG00000075117	
ENSMUSG00000020354	
ENSMUSG00000082746	
ENSMUSG00000026971	CCDS16060
ENSMUSG00000042286	
ENSMUSG00000024905	CCDS70912
ENSMUSG00000041112	
ENSMUSG00000028527	
ENSMUSG00000075117	
ENSMUSG00000042286	
ENSMUSG00000042286	
ENSMUSG00000095788	CCDS17252
ENSMUSG00000026971	
ENSMUSG00000028527	
ENSMUSG00000075117	CCDS16346
ENSMUSG00000032841	CCDS38186
ENSMUSG00000078899	
ENSMUSG00000024905	CCDS50339
ENSMUSG00000081531	
ENSMUSG00000028527	
ENSMUSG00000026971	
ENSMUSG00000078899	
ENSMUSG00000095788	
ENSMUSG00000055621	
ENSMUSG00000032841	
ENSMUSG00000095788	
ENSMUSG00000093607	
ENSMUSG00000048391	
ENSMUSG00000100088	
ENSMUSG00000058806	
ENSMUSG00000084236	
ENSMUSG00000032841	
ENSMUSG00000048391	
ENSMUSG00000060268	CCDS18532
ENSMUSG00000063058	CCDS52895
ENSMUSG00000048391	CCDS22853
ENSMUSG00000032841	
ENSMUSG00000041567	CCDS26145
ENSMUSG00000060268	
ENSMUSG00000032841	
ENSMUSG00000108059	
ENSMUSG00000043945	CCDS26208
ENSMUSG00000000148	CCDS19823
ENSMUSG00000042286	
ENSMUSG00000078898	
ENSMUSG00000032841	
ENSMUSG00000060268	CCDS51280
ENSMUSG00000078898	
ENSMUSG00000111412	
ENSMUSG00000087170	
ENSMUSG00000086482	
ENSMUSG00000032841	
ENSMUSG00000090470	CCDS52896
ENSMUSG00000042286	
ENSMUSG00000078898	
ENSMUSG00000087170	
ENSMUSG00000032841	
ENSMUSG00000020354	CCDS24584
ENSMUSG00000097571	
ENSMUSG00000037313	CCDS80258
ENSMUSG00000087170	
ENSMUSG00000046364	CCDS40083
ENSMUSG00000097571	
ENSMUSG00000020354	
ENSMUSG00000087170	
ENSMUSG00000095231	
ENSMUSG00000097571	
ENSMUSG00000020354	
ENSMUSG00000079356	
ENSMUSG00000046364	
ENSMUSG00000032841	CCDS38186
ENSMUSG00000097571	
ENSMUSG00000020469	CCDS24408
ENSMUSG00000082792	
ENSMUSG00000071035	
ENSMUSG00000101359	
ENSMUSG00000046364	
ENSMUSG00000092190	
ENSMUSG00000079356	
ENSMUSG00000000148	
ENSMUSG00000032841	CCDS38186
ENSMUSG00000007777	CCDS36149
ENSMUSG00000046364	
ENSMUSG00000101551	
ENSMUSG00000049229	
ENSMUSG00000006386	CCDS80122
ENSMUSG00000007777	CCDS36149
ENSMUSG00000058806	
ENSMUSG00000000148	
ENSMUSG00000064127	CCDS40874
ENSMUSG00000046364	
ENSMUSG00000110524	
ENSMUSG00000108479	
ENSMUSG00000037313	CCDS39065
ENSMUSG00000046364	
ENSMUSG00000064127	
ENSMUSG00000048772	CCDS18533
ENSMUSG00000089892	
ENSMUSG00000037313	
ENSMUSG00000028899	CCDS18721
ENSMUSG00000085492	
ENSMUSG00000089892	
ENSMUSG00000048772	CCDS71453
ENSMUSG00000037313	
ENSMUSG00000085492	
ENSMUSG00000048772	CCDS71454
ENSMUSG00000089892	
ENSMUSG00000028899	
ENSMUSG00000033508	CCDS39542
ENSMUSG00000078897	CCDS57193
