Gene ID	CCDS ID
ENSMUSG00000017478	
ENSMUSG00000038891	CCDS26393
ENSMUSG00000021792	CCDS26957
ENSMUSG00000017478	
ENSMUSG00000025702	
ENSMUSG00000026437	
ENSMUSG00000028073	CCDS38474
ENSMUSG00000039630	CCDS35804
ENSMUSG00000017478	
ENSMUSG00000025702	
ENSMUSG00000029131	CCDS19151
ENSMUSG00000014542	CCDS20281
ENSMUSG00000026437	
ENSMUSG00000065956	CCDS52510
ENSMUSG00000017478	
ENSMUSG00000025702	
ENSMUSG00000039630	
ENSMUSG00000033156	CCDS16853
ENSMUSG00000026437	CCDS15281
ENSMUSG00000025702	
ENSMUSG00000021792	
ENSMUSG00000032278	CCDS23261
ENSMUSG00000039630	
ENSMUSG00000014542	
ENSMUSG00000028073	CCDS38474
ENSMUSG00000050141	CCDS18082
ENSMUSG00000033156	CCDS16853
ENSMUSG00000031651	CCDS22266
ENSMUSG00000039630	
ENSMUSG00000025702	
ENSMUSG00000021792	
ENSMUSG00000032278	
ENSMUSG00000050141	
ENSMUSG00000033156	
ENSMUSG00000039630	
ENSMUSG00000025702	
ENSMUSG00000021792	
ENSMUSG00000029131	CCDS39043
ENSMUSG00000100869	
ENSMUSG00000031651	
ENSMUSG00000028073	CCDS38474
ENSMUSG00000032278	
ENSMUSG00000050141	
ENSMUSG00000031651	
ENSMUSG00000021792	
ENSMUSG00000050141	
ENSMUSG00000025952	CCDS15012
ENSMUSG00000025702	
ENSMUSG00000029131	
ENSMUSG00000021792	
ENSMUSG00000025702	
ENSMUSG00000081494	
ENSMUSG00000083720	
ENSMUSG00000101277	
ENSMUSG00000109991	
ENSMUSG00000087029	
ENSMUSG00000025702	
ENSMUSG00000025952	CCDS35600
ENSMUSG00000025702	
ENSMUSG00000021792	
ENSMUSG00000087029	
ENSMUSG00000083987	
ENSMUSG00000103840	
ENSMUSG00000021792	
ENSMUSG00000024151	CCDS29019
ENSMUSG00000097589	
ENSMUSG00000026500	CCDS15556
ENSMUSG00000062198	CCDS25912
ENSMUSG00000034783	CCDS39534
ENSMUSG00000012609	CCDS36499
ENSMUSG00000029131	CCDS19152
ENSMUSG00000100702	
ENSMUSG00000021792	
ENSMUSG00000097589	
ENSMUSG00000026500	
ENSMUSG00000029131	
ENSMUSG00000045528	CCDS22999
ENSMUSG00000024151	
ENSMUSG00000021792	
ENSMUSG00000062198	
ENSMUSG00000099371	
ENSMUSG00000029131	
ENSMUSG00000041977	
ENSMUSG00000016239	CCDS30059
ENSMUSG00000097589	
ENSMUSG00000029033	
ENSMUSG00000062198	
ENSMUSG00000029131	
ENSMUSG00000097589	
ENSMUSG00000107015	
ENSMUSG00000029131	
ENSMUSG00000024151	
ENSMUSG00000016239	
ENSMUSG00000097589	
ENSMUSG00000032517	CCDS23626
ENSMUSG00000024151	
ENSMUSG00000097589	
ENSMUSG00000031812	CCDS22726
ENSMUSG00000070471	CCDS50914
ENSMUSG00000029131	
ENSMUSG00000040489	CCDS24570
ENSMUSG00000024151	
ENSMUSG00000032517	
ENSMUSG00000031812	
ENSMUSG00000024151	
ENSMUSG00000050423	
ENSMUSG00000029131	
ENSMUSG00000097589	
ENSMUSG00000051182	
ENSMUSG00000097589	
ENSMUSG00000029131	
ENSMUSG00000031812	
ENSMUSG00000051182	
ENSMUSG00000050423	CCDS49237
ENSMUSG00000097589	
ENSMUSG00000063428	CCDS23798
ENSMUSG00000029131	
ENSMUSG00000000248	CCDS20578
ENSMUSG00000051182	
ENSMUSG00000012609	
ENSMUSG00000097589	
ENSMUSG00000031812	
ENSMUSG00000094721	CCDS29653
ENSMUSG00000061633	CCDS37152
ENSMUSG00000063428	
ENSMUSG00000012609	
ENSMUSG00000029033	
ENSMUSG00000097589	
ENSMUSG00000051182	CCDS21621
ENSMUSG00000040856	CCDS26168
ENSMUSG00000031812	
ENSMUSG00000000248	
ENSMUSG00000094721	CCDS29653
ENSMUSG00000063428	
ENSMUSG00000029033	
ENSMUSG00000000248	
ENSMUSG00000097589	
ENSMUSG00000063428	
ENSMUSG00000110547	
ENSMUSG00000105613	
ENSMUSG00000097589	
ENSMUSG00000084412	
ENSMUSG00000032517	CCDS40808
ENSMUSG00000082870	
ENSMUSG00000000248	CCDS51921
ENSMUSG00000110612	
ENSMUSG00000097589	
ENSMUSG00000063428	
ENSMUSG00000106896	
ENSMUSG00000012609	
ENSMUSG00000039634	CCDS18175
ENSMUSG00000063428	
ENSMUSG00000000248	
ENSMUSG00000082607	
ENSMUSG00000097589	
ENSMUSG00000074434	
ENSMUSG00000012609	
ENSMUSG00000032517	CCDS40808
ENSMUSG00000039634	CCDS18175
ENSMUSG00000063428	
ENSMUSG00000098088	
ENSMUSG00000012609	
ENSMUSG00000000248	CCDS51921
ENSMUSG00000004270	
ENSMUSG00000103869	
ENSMUSG00000074736	CCDS38262
ENSMUSG00000071064	
ENSMUSG00000084041	
ENSMUSG00000029033	
ENSMUSG00000012609	
ENSMUSG00000102394	
ENSMUSG00000106343	
ENSMUSG00000097997	
ENSMUSG00000074736	
ENSMUSG00000073924	
ENSMUSG00000029033	
ENSMUSG00000012609	
ENSMUSG00000040856	CCDS26168
ENSMUSG00000074736	CCDS38262
ENSMUSG00000102151	
ENSMUSG00000032517	CCDS40808
ENSMUSG00000061259	CCDS39124
ENSMUSG00000055235	CCDS39031
ENSMUSG00000073924	
ENSMUSG00000096365	CCDS29654
ENSMUSG00000029033	
ENSMUSG00000032517	
ENSMUSG00000012609	
ENSMUSG00000029761	
ENSMUSG00000030093	CCDS39568
ENSMUSG00000074736	
ENSMUSG00000061259	
ENSMUSG00000029033	
ENSMUSG00000096365	CCDS29654
ENSMUSG00000073924	CCDS21622
ENSMUSG00000032517	
ENSMUSG00000012609	
ENSMUSG00000074736	
ENSMUSG00000029761	
ENSMUSG00000029033	
ENSMUSG00000055235	
ENSMUSG00000030093	
ENSMUSG00000074736	
ENSMUSG00000104494	
ENSMUSG00000012609	
ENSMUSG00000111675	
ENSMUSG00000082040	
ENSMUSG00000055235	
ENSMUSG00000001670	CCDS22658
ENSMUSG00000091443	
ENSMUSG00000030093	
ENSMUSG00000012609	
ENSMUSG00000025746	CCDS19153
ENSMUSG00000055235	
ENSMUSG00000024065	CCDS28966
ENSMUSG00000029761	
ENSMUSG00000091784	
ENSMUSG00000012609	
ENSMUSG00000083055	
ENSMUSG00000001670	
ENSMUSG00000111288	
ENSMUSG00000029033	CCDS38997
ENSMUSG00000025746	
ENSMUSG00000029761	
ENSMUSG00000012609	
ENSMUSG00000110918	
ENSMUSG00000025746	
ENSMUSG00000012609	
ENSMUSG00000094257	
ENSMUSG00000029761	
ENSMUSG00000025746	
ENSMUSG00000004270	CCDS20523
ENSMUSG00000024283	
ENSMUSG00000012609	
ENSMUSG00000073923	
ENSMUSG00000024283	
ENSMUSG00000073923	
ENSMUSG00000103301	
ENSMUSG00000004270	
ENSMUSG00000091490	CCDS52546
ENSMUSG00000032596	CCDS40764
ENSMUSG00000078962	
ENSMUSG00000073923	
ENSMUSG00000026592	CCDS48407
ENSMUSG00000066896	
ENSMUSG00000004270	
ENSMUSG00000078962	
ENSMUSG00000069867	CCDS22743
ENSMUSG00000073923	CCDS21623
ENSMUSG00000110345	
ENSMUSG00000040856	CCDS56863
ENSMUSG00000004270	
ENSMUSG00000066896	
ENSMUSG00000025887	CCDS22800
ENSMUSG00000066896	
ENSMUSG00000091490	CCDS52546
ENSMUSG00000004270	
ENSMUSG00000026592	CCDS78718
ENSMUSG00000069867	
ENSMUSG00000091490	
ENSMUSG00000004270	
ENSMUSG00000066896	CCDS40542
ENSMUSG00000109100	
ENSMUSG00000091490	
ENSMUSG00000004270	
ENSMUSG00000110466	
ENSMUSG00000025887	
ENSMUSG00000004270	
ENSMUSG00000026592	
ENSMUSG00000091490	CCDS52546
ENSMUSG00000087178	
ENSMUSG00000110466	
ENSMUSG00000071064	CCDS80900
ENSMUSG00000040856	CCDS49173
ENSMUSG00000073658	CCDS15013
ENSMUSG00000068134	
ENSMUSG00000004268	
ENSMUSG00000029761	
ENSMUSG00000068134	CCDS38264
ENSMUSG00000087178	
ENSMUSG00000062199	CCDS29655
ENSMUSG00000029761	
ENSMUSG00000101548	
ENSMUSG00000025887	
ENSMUSG00000026592	CCDS78716
ENSMUSG00000070421	
ENSMUSG00000085927	
ENSMUSG00000071064	
ENSMUSG00000025887	
ENSMUSG00000038542	
ENSMUSG00000101410	
ENSMUSG00000108640	
ENSMUSG00000004151	
ENSMUSG00000070421	CCDS21624
ENSMUSG00000026592	CCDS78715
ENSMUSG00000025887	
ENSMUSG00000071064	
ENSMUSG00000100774	
ENSMUSG00000108749	
ENSMUSG00000078087	
ENSMUSG00000051375	
ENSMUSG00000071064	
ENSMUSG00000068134	CCDS38263
ENSMUSG00000082356	
ENSMUSG00000040856	CCDS49174
ENSMUSG00000083445	
ENSMUSG00000082084	
ENSMUSG00000071064	
ENSMUSG00000083772	
ENSMUSG00000068134	
ENSMUSG00000051375	
ENSMUSG00000096485	CCDS29656
ENSMUSG00000004268	CCDS20524
ENSMUSG00000071064	CCDS52604
ENSMUSG00000040856	
ENSMUSG00000068134	
ENSMUSG00000106201	
ENSMUSG00000096485	CCDS29656
ENSMUSG00000051517	
ENSMUSG00000040856	
ENSMUSG00000109782	
ENSMUSG00000004268	
ENSMUSG00000026592	
ENSMUSG00000040856	
ENSMUSG00000105516	
ENSMUSG00000081407	
ENSMUSG00000040856	
ENSMUSG00000105516	
ENSMUSG00000004268	
ENSMUSG00000029761	CCDS39456
ENSMUSG00000041037	CCDS20953
ENSMUSG00000073922	
ENSMUSG00000105516	
ENSMUSG00000004268	
ENSMUSG00000047037	CCDS21317
ENSMUSG00000085347	
ENSMUSG00000004268	
ENSMUSG00000029761	
ENSMUSG00000062380	CCDS22757
ENSMUSG00000079642	
ENSMUSG00000073922	CCDS21625
ENSMUSG00000082092	
ENSMUSG00000082996	
ENSMUSG00000051375	CCDS29197
ENSMUSG00000108358	
ENSMUSG00000083835	
ENSMUSG00000062380	
ENSMUSG00000029761	
ENSMUSG00000083343	
ENSMUSG00000108443	
ENSMUSG00000085347	
ENSMUSG00000085347	
ENSMUSG00000029761	
ENSMUSG00000079009	
ENSMUSG00000051375	CCDS29197
ENSMUSG00000084018	
ENSMUSG00000095123	
ENSMUSG00000080910	
ENSMUSG00000079009	
ENSMUSG00000106314	
ENSMUSG00000051375	
ENSMUSG00000049015	
ENSMUSG00000051375	
ENSMUSG00000083158	
ENSMUSG00000049015	CCDS29657
ENSMUSG00000089983	
ENSMUSG00000029761	
ENSMUSG00000092383	
ENSMUSG00000004151	CCDS49053
ENSMUSG00000024283	CCDS70869
ENSMUSG00000109544	
ENSMUSG00000060336	CCDS50738
ENSMUSG00000004151	CCDS49053
ENSMUSG00000029761	
ENSMUSG00000024283	
ENSMUSG00000029761	
ENSMUSG00000004151	
ENSMUSG00000070687	CCDS18806
ENSMUSG00000029761	
ENSMUSG00000004151	
ENSMUSG00000024283	
ENSMUSG00000037012	
ENSMUSG00000004151	
ENSMUSG00000029761	
ENSMUSG00000057615	CCDS30163
ENSMUSG00000054252	
ENSMUSG00000029761	
ENSMUSG00000041794	
ENSMUSG00000029761	
ENSMUSG00000038542	CCDS52484
ENSMUSG00000006519	
ENSMUSG00000079008	CCDS50739
ENSMUSG00000060411	
ENSMUSG00000060411	
ENSMUSG00000100846	
ENSMUSG00000084320	
ENSMUSG00000070687	CCDS18806
ENSMUSG00000039114	CCDS26455
ENSMUSG00000084320	
ENSMUSG00000006519	CCDS22737
ENSMUSG00000085382	
ENSMUSG00000030423	CCDS39915
ENSMUSG00000070687	CCDS18806
ENSMUSG00000026063	CCDS35531
ENSMUSG00000039114	
ENSMUSG00000097194	
ENSMUSG00000038542	
ENSMUSG00000086834	
ENSMUSG00000052712	CCDS28594
ENSMUSG00000006519	
ENSMUSG00000004151	
ENSMUSG00000051517	CCDS18098
ENSMUSG00000070687	
ENSMUSG00000044348	CCDS41140
ENSMUSG00000103904	
ENSMUSG00000038542	
ENSMUSG00000052712	CCDS28594
ENSMUSG00000102737	
ENSMUSG00000004151	
ENSMUSG00000082072	
ENSMUSG00000097194	
ENSMUSG00000038542	
ENSMUSG00000081694	
ENSMUSG00000052712	
ENSMUSG00000004151	
ENSMUSG00000044429	CCDS15014
ENSMUSG00000030423	
ENSMUSG00000052712	CCDS28594
ENSMUSG00000038542	
ENSMUSG00000004151	
ENSMUSG00000041058	CCDS38697
ENSMUSG00000044348	
ENSMUSG00000044429	
ENSMUSG00000030423	
ENSMUSG00000052712	
ENSMUSG00000030423	
ENSMUSG00000063364	CCDS50740
ENSMUSG00000044348	
ENSMUSG00000004151	CCDS49054
ENSMUSG00000003452	
ENSMUSG00000030423	
ENSMUSG00000074151	
ENSMUSG00000041058	CCDS38697
ENSMUSG00000079113	CCDS52512
ENSMUSG00000063364	
ENSMUSG00000030423	
ENSMUSG00000041977	CCDS38472
ENSMUSG00000044348	
ENSMUSG00000063364	
ENSMUSG00000004151	
ENSMUSG00000031333	CCDS53167
ENSMUSG00000063364	
ENSMUSG00000044348	
ENSMUSG00000100864	
ENSMUSG00000051517	
ENSMUSG00000004151	
ENSMUSG00000041977	
ENSMUSG00000044348	
ENSMUSG00000078772	
ENSMUSG00000031333	
ENSMUSG00000086251	
ENSMUSG00000051517	
ENSMUSG00000044348	
ENSMUSG00000083327	
ENSMUSG00000083077	
ENSMUSG00000101368	
ENSMUSG00000044348	
ENSMUSG00000044348	
ENSMUSG00000041977	
ENSMUSG00000044348	
ENSMUSG00000042269	CCDS22717
ENSMUSG00000044348	
ENSMUSG00000083964	
ENSMUSG00000044816	CCDS69896
ENSMUSG00000044348	
ENSMUSG00000102129	
ENSMUSG00000042269	
ENSMUSG00000051517	
ENSMUSG00000042269	
ENSMUSG00000028883	
ENSMUSG00000052767	
ENSMUSG00000051517	
ENSMUSG00000041977	
ENSMUSG00000044348	CCDS53198
ENSMUSG00000042269	
ENSMUSG00000028883	
ENSMUSG00000041977	
ENSMUSG00000081030	
ENSMUSG00000057722	CCDS18397
ENSMUSG00000044348	CCDS41140
ENSMUSG00000024283	CCDS29046
ENSMUSG00000044816	CCDS15015
ENSMUSG00000051517	
ENSMUSG00000068739	CCDS57254
ENSMUSG00000051517	
ENSMUSG00000028883	
ENSMUSG00000068130	CCDS79853
ENSMUSG00000024283	
ENSMUSG00000044816	
ENSMUSG00000028229	
ENSMUSG00000068130	
ENSMUSG00000051517	
ENSMUSG00000102129	
ENSMUSG00000038883	CCDS26394
ENSMUSG00000038543	CCDS50998
ENSMUSG00000051517	
ENSMUSG00000041794	CCDS23627
ENSMUSG00000102129	
ENSMUSG00000024283	CCDS50218
ENSMUSG00000082740	
ENSMUSG00000102129	
ENSMUSG00000068739	CCDS17760
ENSMUSG00000038543	
ENSMUSG00000041794	
ENSMUSG00000068739	
ENSMUSG00000099682	
ENSMUSG00000024283	
ENSMUSG00000102129	
ENSMUSG00000041794	
ENSMUSG00000068739	
ENSMUSG00000038543	
ENSMUSG00000102129	
ENSMUSG00000041794	
ENSMUSG00000068739	
ENSMUSG00000031428	CCDS30427
ENSMUSG00000074731	CCDS50741
ENSMUSG00000102129	
ENSMUSG00000038543	
ENSMUSG00000028229	CCDS17992
ENSMUSG00000102129	
ENSMUSG00000024283	
ENSMUSG00000102129	
ENSMUSG00000020037	CCDS24082
ENSMUSG00000038543	CCDS50998
ENSMUSG00000102129	
ENSMUSG00000111778	
ENSMUSG00000111778	
ENSMUSG00000024283	
ENSMUSG00000031428	CCDS30427
ENSMUSG00000111778	
ENSMUSG00000102129	
ENSMUSG00000080727	
ENSMUSG00000083325	
ENSMUSG00000024283	
ENSMUSG00000020037	
ENSMUSG00000048938	CCDS38568
ENSMUSG00000020037	
ENSMUSG00000057722	CCDS51239
ENSMUSG00000080727	
ENSMUSG00000111396	
ENSMUSG00000011632	CCDS20954
ENSMUSG00000082323	
ENSMUSG00000024283	
ENSMUSG00000034028	CCDS29392
ENSMUSG00000081092	
ENSMUSG00000020037	
ENSMUSG00000024283	
ENSMUSG00000031428	CCDS30427
ENSMUSG00000080727	
ENSMUSG00000057722	CCDS51240
ENSMUSG00000004562	
ENSMUSG00000024283	
ENSMUSG00000097264	
ENSMUSG00000020037	
ENSMUSG00000039684	
ENSMUSG00000039684	
ENSMUSG00000034028	CCDS29391
ENSMUSG00000024283	
ENSMUSG00000048938	
ENSMUSG00000108520	
ENSMUSG00000020037	CCDS24083
ENSMUSG00000023084	CCDS50946
ENSMUSG00000096180	CCDS39765
ENSMUSG00000085377	
ENSMUSG00000060070	CCDS40278
ENSMUSG00000024283	
ENSMUSG00000048938	CCDS79988
ENSMUSG00000068264	
ENSMUSG00000100189	
ENSMUSG00000048938	
ENSMUSG00000048938	CCDS79989
ENSMUSG00000091019	
ENSMUSG00000087366	
ENSMUSG00000100760	
ENSMUSG00000081260	
ENSMUSG00000068264	
ENSMUSG00000087366	
ENSMUSG00000023084	
ENSMUSG00000100760	
ENSMUSG00000084170	
ENSMUSG00000038909	
ENSMUSG00000023084	
ENSMUSG00000068264	
ENSMUSG00000038909	
ENSMUSG00000068264	
ENSMUSG00000084366	
ENSMUSG00000057722	
ENSMUSG00000023084	
ENSMUSG00000102421	
ENSMUSG00000038909	CCDS25275
ENSMUSG00000057722	
ENSMUSG00000023084	
ENSMUSG00000068129	CCDS16857
ENSMUSG00000029708	CCDS19951
ENSMUSG00000098241	
ENSMUSG00000057722	
ENSMUSG00000104032	
ENSMUSG00000098197	
ENSMUSG00000029708	CCDS19951
ENSMUSG00000020477	CCDS24402
ENSMUSG00000057722	
ENSMUSG00000047804	CCDS24821
ENSMUSG00000029708	
ENSMUSG00000025584	CCDS40005
ENSMUSG00000087366	
ENSMUSG00000038909	CCDS56799
ENSMUSG00000105124	
ENSMUSG00000102400	
ENSMUSG00000020477	
ENSMUSG00000111674	
ENSMUSG00000029708	
ENSMUSG00000038909	CCDS56798
ENSMUSG00000047804	
ENSMUSG00000020477	
ENSMUSG00000068264	CCDS71147
ENSMUSG00000087366	
ENSMUSG00000047804	
ENSMUSG00000038909	
ENSMUSG00000047804	
ENSMUSG00000051344	CCDS15009
ENSMUSG00000020477	
ENSMUSG00000047804	
ENSMUSG00000087366	
ENSMUSG00000020477	
ENSMUSG00000025584	
ENSMUSG00000085818	
ENSMUSG00000089773	
ENSMUSG00000087366	
ENSMUSG00000038909	
ENSMUSG00000085818	
ENSMUSG00000038909	
ENSMUSG00000029707	CCDS39446
ENSMUSG00000087366	
ENSMUSG00000038909	
ENSMUSG00000025584	
ENSMUSG00000038909	
ENSMUSG00000038909	
ENSMUSG00000083774	
ENSMUSG00000029707	
ENSMUSG00000051344	CCDS15009
ENSMUSG00000087366	
ENSMUSG00000068264	CCDS16759
ENSMUSG00000067220	CCDS19333
ENSMUSG00000024334	CCDS37577
ENSMUSG00000051344	
ENSMUSG00000111818	
ENSMUSG00000106114	
ENSMUSG00000038550	CCDS50997
ENSMUSG00000051344	
ENSMUSG00000024334	
ENSMUSG00000068264	CCDS71148
ENSMUSG00000089773	
ENSMUSG00000051344	
ENSMUSG00000068264	
ENSMUSG00000089773	
ENSMUSG00000028072	CCDS50947
ENSMUSG00000067220	CCDS19333
ENSMUSG00000100205	
ENSMUSG00000067220	
ENSMUSG00000051344	
ENSMUSG00000083844	
ENSMUSG00000052684	CCDS18364
ENSMUSG00000067220	
ENSMUSG00000050900	
ENSMUSG00000090731	
ENSMUSG00000089773	CCDS51267
ENSMUSG00000074151	
ENSMUSG00000038550	CCDS50997
ENSMUSG00000067220	
ENSMUSG00000020440	CCDS19952
ENSMUSG00000083844	
ENSMUSG00000067220	CCDS19333
ENSMUSG00000074151	
ENSMUSG00000089773	
ENSMUSG00000033096	CCDS16858
ENSMUSG00000038550	
ENSMUSG00000020440	
ENSMUSG00000074151	
ENSMUSG00000106136	
ENSMUSG00000038550	
ENSMUSG00000033096	
ENSMUSG00000020440	CCDS19952
ENSMUSG00000038550	
ENSMUSG00000074151	
ENSMUSG00000014444	
ENSMUSG00000033096	
ENSMUSG00000046879	
ENSMUSG00000038550	
ENSMUSG00000074151	
ENSMUSG00000014444	
ENSMUSG00000083844	
ENSMUSG00000097403	
ENSMUSG00000006941	
ENSMUSG00000097403	
ENSMUSG00000086407	
ENSMUSG00000100227	
ENSMUSG00000074151	
ENSMUSG00000100227	
ENSMUSG00000074151	CCDS59741
ENSMUSG00000038115	
ENSMUSG00000100227	
ENSMUSG00000074151	
ENSMUSG00000046879	CCDS24588
ENSMUSG00000026404	
ENSMUSG00000014444	
ENSMUSG00000006941	CCDS23628
ENSMUSG00000072845	CCDS51531
ENSMUSG00000025815	CCDS38040
ENSMUSG00000086698	
ENSMUSG00000014444	
ENSMUSG00000072845	
ENSMUSG00000014444	
ENSMUSG00000025815	
ENSMUSG00000046879	
ENSMUSG00000111828	
ENSMUSG00000005204	CCDS24905
ENSMUSG00000014444	
ENSMUSG00000083096	
ENSMUSG00000083844	
ENSMUSG00000025815	
ENSMUSG00000014444	
ENSMUSG00000083844	
ENSMUSG00000025815	
ENSMUSG00000111816	
ENSMUSG00000028883	CCDS19092
ENSMUSG00000014444	
ENSMUSG00000025815	CCDS38040
ENSMUSG00000025875	CCDS26536
ENSMUSG00000014444	CCDS52695
ENSMUSG00000005204	
ENSMUSG00000028883	
ENSMUSG00000028883	
ENSMUSG00000110656	
ENSMUSG00000005204	CCDS24905
ENSMUSG00000018774	CCDS70216
ENSMUSG00000110656	
ENSMUSG00000025875	
ENSMUSG00000025982	CCDS35567
ENSMUSG00000038973	CCDS39929
ENSMUSG00000018774	
ENSMUSG00000028883	CCDS19092
ENSMUSG00000089820	
ENSMUSG00000025875	
ENSMUSG00000005204	
ENSMUSG00000025982	
ENSMUSG00000043843	
ENSMUSG00000038973	CCDS39929
ENSMUSG00000025982	
ENSMUSG00000028883	
ENSMUSG00000093682	
ENSMUSG00000005204	
ENSMUSG00000026404	CCDS15326
ENSMUSG00000025875	
ENSMUSG00000028883	
ENSMUSG00000005204	
ENSMUSG00000025875	
ENSMUSG00000018774	
ENSMUSG00000026404	
ENSMUSG00000041736	CCDS27705
ENSMUSG00000005204	
ENSMUSG00000059891	
ENSMUSG00000105334	
ENSMUSG00000026404	
ENSMUSG00000025875	
ENSMUSG00000025982	
ENSMUSG00000005204	
ENSMUSG00000057093	CCDS21029
ENSMUSG00000105750	
ENSMUSG00000041736	
ENSMUSG00000025875	
ENSMUSG00000057093	
ENSMUSG00000005204	
ENSMUSG00000025982	
ENSMUSG00000105041	
ENSMUSG00000057093	
ENSMUSG00000025982	
ENSMUSG00000057093	CCDS21029
ENSMUSG00000104626	
ENSMUSG00000100592	
ENSMUSG00000108076	
ENSMUSG00000025982	
ENSMUSG00000025875	
ENSMUSG00000108067	
ENSMUSG00000025982	
ENSMUSG00000082467	
ENSMUSG00000025875	
ENSMUSG00000097834	
ENSMUSG00000075284	CCDS16131
ENSMUSG00000097834	
ENSMUSG00000049577	CCDS22733
ENSMUSG00000081409	
ENSMUSG00000079019	CCDS22404
ENSMUSG00000097834	
ENSMUSG00000049577	
ENSMUSG00000062028	CCDS39831
ENSMUSG00000107887	
ENSMUSG00000101571	
ENSMUSG00000075284	CCDS16131
ENSMUSG00000107954	
ENSMUSG00000049577	
ENSMUSG00000062028	CCDS39831
ENSMUSG00000003452	CCDS39723
ENSMUSG00000094215	
ENSMUSG00000041608	CCDS23629
ENSMUSG00000075284	CCDS16131
ENSMUSG00000107427	
ENSMUSG00000049577	
ENSMUSG00000062028	
ENSMUSG00000049577	
ENSMUSG00000031210	
ENSMUSG00000041608	
ENSMUSG00000062028	
ENSMUSG00000083617	
ENSMUSG00000075284	
ENSMUSG00000003452	CCDS51962
ENSMUSG00000075284	
ENSMUSG00000062028	
ENSMUSG00000003452	
ENSMUSG00000108360	
ENSMUSG00000075284	
ENSMUSG00000043843	
ENSMUSG00000003452	
ENSMUSG00000067629	CCDS59625
ENSMUSG00000075284	
ENSMUSG00000003452	
ENSMUSG00000043843	CCDS39837
ENSMUSG00000069678	
ENSMUSG00000086069	
ENSMUSG00000049680	CCDS36104
ENSMUSG00000067629	
ENSMUSG00000003452	
ENSMUSG00000031210	CCDS30291
ENSMUSG00000043843	
ENSMUSG00000053297	
ENSMUSG00000003452	
ENSMUSG00000031210	
ENSMUSG00000053297	
ENSMUSG00000003452	
ENSMUSG00000031210	
ENSMUSG00000053297	
ENSMUSG00000067629	
ENSMUSG00000093445	CCDS19772
ENSMUSG00000053297	
ENSMUSG00000025428	CCDS29358
ENSMUSG00000105914	
ENSMUSG00000019863	CCDS35894
ENSMUSG00000067629	
ENSMUSG00000031809	CCDS52692
ENSMUSG00000073920	
ENSMUSG00000093445	
ENSMUSG00000019863	
ENSMUSG00000025747	
ENSMUSG00000049680	CCDS36105
ENSMUSG00000067629	
ENSMUSG00000106342	
ENSMUSG00000025428	
ENSMUSG00000093548	
ENSMUSG00000073920	
ENSMUSG00000085521	
ENSMUSG00000035357	CCDS20392
ENSMUSG00000085521	
ENSMUSG00000073920	CCDS21626
ENSMUSG00000085456	
ENSMUSG00000049680	CCDS36105
ENSMUSG00000025428	
ENSMUSG00000093445	
ENSMUSG00000067629	
ENSMUSG00000038115	CCDS39643
ENSMUSG00000032596	
ENSMUSG00000035357	
ENSMUSG00000101093	
ENSMUSG00000067629	
ENSMUSG00000025428	
ENSMUSG00000049680	
ENSMUSG00000035357	
ENSMUSG00000031809	
ENSMUSG00000032596	
ENSMUSG00000025428	
ENSMUSG00000109821	
ENSMUSG00000035357	
ENSMUSG00000067629	
ENSMUSG00000031809	
ENSMUSG00000019863	
ENSMUSG00000093445	
ENSMUSG00000096035	
ENSMUSG00000049680	CCDS36105
ENSMUSG00000107448	
ENSMUSG00000082168	
ENSMUSG00000019863	
ENSMUSG00000096035	CCDS57356
ENSMUSG00000107720	
ENSMUSG00000031809	
ENSMUSG00000019863	
ENSMUSG00000049680	CCDS36105
ENSMUSG00000109832	
ENSMUSG00000032596	
ENSMUSG00000067629	
ENSMUSG00000107806	
ENSMUSG00000093445	CCDS57392
ENSMUSG00000067629	
ENSMUSG00000032596	
ENSMUSG00000093445	
ENSMUSG00000038115	
ENSMUSG00000067629	
ENSMUSG00000093445	
ENSMUSG00000069899	
ENSMUSG00000038115	
ENSMUSG00000109806	
ENSMUSG00000092148	
ENSMUSG00000032596	
ENSMUSG00000025747	CCDS19154
ENSMUSG00000093445	
ENSMUSG00000038115	
ENSMUSG00000082508	
ENSMUSG00000038115	
ENSMUSG00000018567	CCDS24928
ENSMUSG00000069899	
ENSMUSG00000037652	CCDS17288
ENSMUSG00000032596	
ENSMUSG00000083539	
ENSMUSG00000085201	
ENSMUSG00000089834	
ENSMUSG00000059891	CCDS52240
ENSMUSG00000018567	
ENSMUSG00000069678	
ENSMUSG00000032596	
ENSMUSG00000085201	
ENSMUSG00000037523	
ENSMUSG00000034777	CCDS20282
ENSMUSG00000025747	
ENSMUSG00000018567	
ENSMUSG00000032596	
ENSMUSG00000018567	
ENSMUSG00000107884	
ENSMUSG00000111077	
ENSMUSG00000031358	
ENSMUSG00000025747	
ENSMUSG00000032596	
ENSMUSG00000073437	
ENSMUSG00000025747	
ENSMUSG00000085794	
ENSMUSG00000111627	
ENSMUSG00000073437	
ENSMUSG00000032596	
ENSMUSG00000025747	
ENSMUSG00000031358	CCDS41211
ENSMUSG00000069678	
ENSMUSG00000073437	
ENSMUSG00000085794	
ENSMUSG00000068957	
ENSMUSG00000025747	
ENSMUSG00000059891	CCDS39946
ENSMUSG00000032596	
ENSMUSG00000069678	
ENSMUSG00000079165	
ENSMUSG00000073437	
ENSMUSG00000031358	
ENSMUSG00000025747	
