Gene ID	Associated Gene Name	EntrezGene ID	Version (gene)
ENSG00000208006	MIR16-1	406950	1
ENSG00000207019	RNU6-167P		1
ENSG00000214359	RPL18P10		3
ENSG00000234883	MIR155HG	406947	2
ENSG00000234883	MIR155HG	114614	2
ENSG00000207240	Y_RNA		1
ENSG00000266521	RP11-650P15.1		1
ENSG00000232150	ST13P4	145165	3
ENSG00000260583	LINC00515	282566	1
ENSG00000264859	RP11-75N4.2		1
ENSG00000237731	RNGTTP1		1
ENSG00000223676	RPL34P26		1
ENSG00000227054	FDX1P2		1
ENSG00000263304	MILR1	284021	2
ENSG00000252379	RNU6-1002P		1
ENSG00000221198	AL138696.1		2
ENSG00000235514	AP000226.9		1
ENSG00000229323	RP11-175B12.2		1
ENSG00000259985	RP11-549B18.1		1
ENSG00000200472	RN7SKP44		1
ENSG00000137880	GCHFR	2644	4
ENSG00000265158	LRRC37A7P		1
ENSG00000233783	AP001442.2		3
ENSG00000263772	RP11-549B18.3		1
ENSG00000237152	DLEU7-AS1	100874074	2
ENSG00000251972	RNU6-123P		1
ENSG00000263924	RP11-210K20.2		1
ENSG00000200711	RNA5SP28		1
ENSG00000224541	AP001439.2		1
ENSG00000270518	RP11-210K20.3		1
ENSG00000270879	RP11-210K20.4		1
ENSG00000273492	AP000230.1		1
ENSG00000222320	RNU6-1050P		1
ENSG00000233672	RNASEH2B-AS1	100874255	2
ENSG00000263823	RP11-326K13.4		1
ENSG00000206802	RNU6-926P		1
ENSG00000265273	PGDP1		1
ENSG00000229025	AP001595.1		1
ENSG00000266105	RP11-326K13.2		1
ENSG00000232692	AP001596.6		1
ENSG00000263917	RP11-53I6.2		1
ENSG00000265063	AC009831.1		1
ENSG00000214917	RP11-53I6.1		3
ENSG00000265008	RP11-53I6.3		1
ENSG00000238982	snoU13		1
ENSG00000262917	POLG2	11232	2
ENSG00000263393	RP11-53I6.4		1
ENSG00000199373	RNA5SP453		1
ENSG00000265279	RP11-53I6.5		1
ENSG00000263904	RP11-344B2.3		1
ENSG00000222395	Y_RNA		1
ENSG00000264982	RP11-344B2.2		1
ENSG00000215492	HNRNPA1P7		5
ENSG00000260389	WBP11P1	441818	1
ENSG00000104129	DNAJC17	55192	5
ENSG00000221621	AC009835.1		1
ENSG00000177150	FAM210A	125228	8
ENSG00000263688	RP11-386P4.1		1
ENSG00000123201	GUCY1B2	2974	10
ENSG00000155313	USP25	29761	11
ENSG00000197934	AP001597.1	100996571	4
ENSG00000273115	KB-1466C5.1		1
ENSG00000223563	AP001601.2		1
ENSG00000266133	MIR4759	100616243	1
ENSG00000215326	GPX1P2		3
ENSG00000231236	AP001604.3		2
ENSG00000236332	AP001605.4		1
ENSG00000222920	RNA5SP29		1
ENSG00000226792	LINC00371	647166	2
ENSG00000214878	RPL5P31		2
ENSG00000271242	SLMO2P2		1
ENSG00000263077	DDX5	100616408	2
ENSG00000263077	DDX5	100616387	2
ENSG00000263077	DDX5	1655	2
ENSG00000266072	MIR5693	100847003	1
ENSG00000269965	RP11-24B19.4		1
ENSG00000270101	RP11-24B19.3		1
ENSG00000101638	ST8SIA5	29906	9
ENSG00000236778	INTS6-AS1	100507398	3
ENSG00000232560	C21orf37		2
ENSG00000265146	MIR4752	100616171	1
ENSG00000262931	U6		1
ENSG00000224892	RPS4XP16		2
ENSG00000243900	RN7SL320P		2
ENSG00000229906	SNRPGP11		1
ENSG00000266611	MIR4703	100616423	1
ENSG00000263046	CEP95	90799	2
ENSG00000252141	RNU6-65P		1
ENSG00000206920	RNY1P6		1
ENSG00000242893	RN7SL413P		2
ENSG00000224451	ATP5F1P1		2
ENSG00000231856	RP11-327P2.5		1
ENSG00000232872	CTAGE3P		2
ENSG00000236044	FABP5P2		1
ENSG00000261138	AC016489.1		1
ENSG00000217576	RP11-248G5.8	101930578	7
ENSG00000239823	Y_RNA		2
ENSG00000265031	hsa-mir-1273e		1
ENSG00000266804	AC234063.1		1
ENSG00000261387	AC138744.2		1
ENSG00000265387	MIR3064	100616387	1
ENSG00000154639	CXADR	1525	14
ENSG00000265492	MIR5047	100616408	1
ENSG00000263516	AC009994.1		1
ENSG00000243406	MRPS31P5	100887750	2
ENSG00000101654	RNMT	8731	13
ENSG00000261074	QSOX2	169714	1
ENSG00000078043	PIAS2	9063	11
ENSG00000272281	TPTE2P2	101930578	2
ENSG00000272281	TPTE2P2	644623	2
ENSG00000156958	GALK2	2585	10
ENSG00000260220	WI2-2610K16.1	399693	1
ENSG00000266342	WI2-1959D15.1	100188917	1
ENSG00000154640	BTG3	10950	10
ENSG00000233300	EIF4A1P1		1
ENSG00000271236	SUMO2P15		1
ENSG00000217026	RPL10P1		3
ENSG00000219592	NCSTNP1		2
ENSG00000234052	AP001607.1		1
ENSG00000261183	RP11-532F12.5		1
ENSG00000188277	C15orf62	643338	8
ENSG00000249139	EPPIN-WFDC6	100526773	1
ENSG00000225298	LINC00113	54088	1
ENSG00000264256	AC025166.1		1
ENSG00000260587	DOCK3	1795	1
ENSG00000251161	RP11-540O11.1		2
ENSG00000234083	AJ006995.3		1
ENSG00000259405	ISCA1P4		1
ENSG00000178457	LINC00314	246705	3
ENSG00000259617	RP11-540O11.6		1
ENSG00000259463	RP11-540O11.7		1
ENSG00000232079	AL035610.1	284825	2
ENSG00000259521	RP11-540O11.4		1
ENSG00000259880	MANF	7873	1
ENSG00000259547	CYCSP2		1
ENSG00000158901	WFDC8	90199	7
ENSG00000140416	TPM1	7168	15
ENSG00000157021	FAM92A1P1		9
ENSG00000240847	RN7SL497P		2
ENSG00000259956	RBM15B	29890	1
ENSG00000180205	WFDC9	259240	3
ENSG00000154642	C21orf91	54149	6
ENSG00000247556	OIP5-AS1	729082	2
ENSG00000260383	MROH1	727957	1
ENSG00000260383	MROH1	377711	1
ENSG00000243355	RP11-57G22.1		1
ENSG00000263765	RP11-746B8.1		1
ENSG00000263450	RP11-680N20.1		1
ENSG00000267642	RP11-258B16.1		1
ENSG00000199204	Y_RNA		1
ENSG00000267746	RP11-379L18.1		1
ENSG00000267585	RP11-115P21.1		1
ENSG00000268873	RP11-138H11.1		1
ENSG00000221409	AC068506.1		1
ENSG00000268573	RP11-158H5.7		1
ENSG00000257267	ZNF271	10778	1
ENSG00000239683	RP11-322E11.1		1
ENSG00000267583	RP11-322E11.5		1
ENSG00000266965	RP11-712P20.2		1
ENSG00000267397	RP11-873E20.1		1
ENSG00000140577	CRTC3	64784	11
ENSG00000267797	NRBF2P1		1
ENSG00000207797	MIR187	406963	1
ENSG00000261236	BOP1	102465906	1
ENSG00000261236	BOP1	23246	1
ENSG00000265641	MIR3929	100500864	1
ENSG00000166140	ZFYVE19	84936	13
ENSG00000267627	RP11-905K4.1		1
ENSG00000260552	RP11-49I11.1	101927809	1
ENSG00000267404	RP11-49I11.2		1
ENSG00000267456	RP11-49I11.3		2
ENSG00000101138	CSTF1	1477	7
ENSG00000252078	SNORD112		1
ENSG00000267039	RP11-58G13.1		1
ENSG00000267651	RP11-95O2.1		1
ENSG00000154645	CHODL	140578	9
ENSG00000260623	VPRBP	9730	1
ENSG00000267707	RP11-95O2.5		1
ENSG00000267202	RP11-797E24.3		1
ENSG00000266530	MIR4318	100422857	1
ENSG00000243516	RP11-19F9.1		1
ENSG00000268566	RP11-687D19.1		1
ENSG00000222704	RN7SKP182		1
ENSG00000253038	RNU6-706P		1
ENSG00000271564	RP13-444H2.1		1
ENSG00000260428	SCXA	100129885	2
ENSG00000260428	SCXA	642658	2
ENSG00000267374	LINC00669	647946	1
ENSG00000199605	RNY4P24		1
ENSG00000235660	LINC00345		1
ENSG00000180305	WFDC10A	140832	4
ENSG00000175886	RPL7AP66		9
ENSG00000244471	RP11-78J21.4		1
ENSG00000259396	RP11-16O9.2		1
ENSG00000266148	MIR5583-1	100847025	1
ENSG00000266148	MIR5583-1	100846997	1
ENSG00000200407	RNU6-1169P		1
ENSG00000068793	CYFIP1	23191	13
ENSG00000259838	TCEB1P2		1
ENSG00000212354	RNU6-1242P		1
ENSG00000267413	RP11-636O21.1		1
ENSG00000180083	WFDC11	259239	6
ENSG00000198384	TPTE2P3	220115	7
ENSG00000260926	RP11-380D11.2		2
ENSG00000261715	RP11-653G8.2	101927900	1
ENSG00000207766	MIR626	693211	1
ENSG00000267664	RPL17P45		1
ENSG00000270702	RP11-107F6.4		1
ENSG00000238333	RNU7-145P		1
ENSG00000260814	RP11-107F6.3		2
ENSG00000250379	RP11-23P13.4		1
ENSG00000182931	WFDC10B	280664	5
ENSG00000265557	CT867977.1		1
ENSG00000267313	RP11-142I20.1	641516	2
ENSG00000154646	TMPRSS15	5651	4
ENSG00000200293	RNA5SP393		1
ENSG00000264850	MIR4310	100423013	1
ENSG00000259792	RP11-114H24.6		1
ENSG00000174171	RP11-23P13.6		4
ENSG00000168634	WFDC13	164237	4
ENSG00000221476	MIR1827	100302217	1
ENSG00000199633	SNORA63		1
ENSG00000267652	RP11-188I24.1		1
ENSG00000272003	RP11-23P13.7		1
ENSG00000225253	AC011225.1		1
ENSG00000260988	RP11-285A1.1		1
ENSG00000259883	CTD-2382E5.4		1
ENSG00000149651	SPINT4	391253	3
ENSG00000267088	RP11-115N12.1		1
ENSG00000246740	CTD-2382E5.1	101928388	2
ENSG00000259708	RP11-762H8.3		1
ENSG00000257797	CTD-2382E5.2		1
ENSG00000272418	RP11-762H8.4		1
ENSG00000259562	RP11-762H8.2		2
ENSG00000261132	HSF1	3297	1
ENSG00000259322	RP11-762H8.1		1
ENSG00000259413	RP11-5O23.1		2
ENSG00000259474	RP11-650L12.1		1
ENSG00000261762	RP11-650L12.2		1
ENSG00000267586	LINC00907	284260	2
ENSG00000259555	RP11-335K5.2		1
ENSG00000261443	RAD54L2	23132	1
ENSG00000101365	IDH3B	3420	16
ENSG00000250299	MRPS31P4		1
ENSG00000261303	RP11-160C18.2		1
ENSG00000167216	KATNAL2	83473	12
ENSG00000124116	WFDC3	140686	14
ENSG00000211579	MIR759	100313778	1
ENSG00000150276	PPIAP26		8
ENSG00000237092	LINC01065		1
ENSG00000225510	PCDH8P1		1
ENSG00000087589	CASS4	57091	12
ENSG00000241613	RN7SL618P		2
ENSG00000220990	AL450423.1		1
ENSG00000213307	RPL18P11		4
ENSG00000261517	LINC00558	100861552	1
ENSG00000238166	RP11-160C18.4	646938	2
ENSG00000234787	LINC00458	100507428	3
ENSG00000243711	RPL21P116		1
ENSG00000236532	AL035610.2		1
ENSG00000271652	RP11-168P6.2		1
ENSG00000252061	RNU6-415P		1
ENSG00000207712	MIR627	693212	1
ENSG00000177699	RP11-16K12.1		4
ENSG00000136149	RPL13AP25		6
ENSG00000261002	RP11-546B15.1		1
ENSG00000154654	NCAM2	4685	10
ENSG00000239022	AC069082.1		1
ENSG00000266699	AL512655.1		1
ENSG00000232855	AF131217.1		2
ENSG00000260571	RP11-546B15.2		1
ENSG00000264387	MIR5007	100846996	1
ENSG00000228611	HNF4GP1		2
ENSG00000228319	SPATA2P1		1
ENSG00000226935	LINC00161	118421	2
ENSG00000238455	snoU13		1
ENSG00000259234	RP11-17L5.4	729911	1
ENSG00000201665	RN7SKP6		1
ENSG00000271140	PRR20FP		1
ENSG00000251894	RNU6-872P		1
ENSG00000230009	MTCO2P3		1
ENSG00000215005	HSPD1P7		2
ENSG00000166143	PPP1R14D	54866	5
ENSG00000234421	SLC25A5P4		2
ENSG00000215317	THUMPD1P1		2
ENSG00000176054	RPL23P2		6
ENSG00000207695	MIR184	406960	1
ENSG00000258461	RP11-164J13.1		1
ENSG00000273254	RP1-100J12.1		1
ENSG00000259419	HNRNPCP3		2
ENSG00000225352	RPL31P53		1
ENSG00000231125	AF129075.5		2
ENSG00000202422	RNA5SP30		1
ENSG00000266543	AC027811.1		1
ENSG00000232954	LINC00374		2
ENSG00000232687	RPL12P9		1
ENSG00000261712	RP11-358L4.1		1
ENSG00000201984	Y_RNA		1
ENSG00000222733	RNY4P29		1
ENSG00000212479	U3		1
ENSG00000214335	CTAGE16P		3
ENSG00000259493	RP11-621H8.2		2
ENSG00000224649	AF124730.4		1
ENSG00000261698	DGAT1	8694	1
ENSG00000223717	DNAJA1P1		1
ENSG00000259208	RP11-621H8.1		2
ENSG00000214281	HMGN2P39		3
ENSG00000166262	FAM227B	196951	11
ENSG00000232647	POLR3KP1		1
ENSG00000215533	LINC00189	193629	4
ENSG00000260674	RP11-591L14.2		2
ENSG00000271190	RPP40P2		1
ENSG00000239003	RNU7-88P		1
ENSG00000213527	RP11-591L14.1		5
ENSG00000227528	DIAPH3-AS1	100874195	1
ENSG00000265745	RN7SL375P		1
ENSG00000223815	DIAPH3-AS2	100874196	1
ENSG00000176136	MC5R	4161	4
ENSG00000226332	RP11-157P1.4		2
ENSG00000202151	RNY4P28		1
ENSG00000227336	LINC00434		1
ENSG00000265329	MIR4758	100616340	1
ENSG00000238213	TARDBPP2		1
ENSG00000212054	AL354764.1		2
ENSG00000228812	RP11-157P1.5	101928158	3
ENSG00000223076	RNA5SP31		1
ENSG00000236608	EIF4A1P6		1
ENSG00000229207	SERPINH1P1		1
ENSG00000225249	LINC00378	101926930	1
ENSG00000185231	MC2R	4158	4
ENSG00000207032	Y_RNA		1
ENSG00000233017	RP5-908M14.5		1
ENSG00000251697	RN7SKP24		1
ENSG00000206854	RNY3P5		1
ENSG00000272050	RP13-379O24.3		1
ENSG00000230729	RP11-296L22.8		1
ENSG00000103642	LACTB	114294	7
ENSG00000253018	RNY4P31		1
ENSG00000260542	RP13-379O24.2		1
ENSG00000227510	RP11-196P2.1		2
ENSG00000232983	RP11-296L22.7		2
ENSG00000266663	MIR3169	100422973	1
ENSG00000236056	GAPDHP14		1
ENSG00000212007	AL596329.1		2
ENSG00000234033	RAC1P8		1
ENSG00000174403	C20orf166-AS1	253868	11
ENSG00000237159	CNTFR-AS1	415056	1
ENSG00000248476	BACH1-IT1	571	1
ENSG00000270856	RP11-429G17.2		1
ENSG00000229578	LINC00358	100874143	1
ENSG00000197299	BLM	641	6
ENSG00000273017	AP000240.9		1
ENSG00000199017	MIR1-1	406904	1
ENSG00000230142	LINC01075		1
ENSG00000261215	RP11-195F19.30		1
ENSG00000207764	MIR133A2	406923	1
ENSG00000230074	RP11-195F19.9		1
ENSG00000226094	RPL7P3		1
ENSG00000227611	LINC01074		1
ENSG00000253040	RNA5SP454		1
ENSG00000202250	RNU6-443P		1
ENSG00000229307	LINC00459		1
ENSG00000264490	WI2-87327B8.1		2
ENSG00000267716	AC083760.1		1
ENSG00000154719	MRPL39	54148	9
ENSG00000257198	FAM205B	389715	2
ENSG00000232105	RPL32P28		1
ENSG00000202060	RNA5SP455		1
ENSG00000232121	RP13-30A9.1		1
ENSG00000267573	KRT8P5		1
ENSG00000229882	RP13-30A9.2	100505735	1
ENSG00000261678	SCRT1	83482	1
ENSG00000271465	SQSTM1P1		1
ENSG00000267337	CTC-782O7.1	101927921	1
ENSG00000228669	LINC00448		1
ENSG00000232803	RP11-93B14.5	100127888	1
ENSG00000267414	RP11-456K23.1	101927943	1
ENSG00000227564	LINC00376		1
ENSG00000187791	FAM205CP		7
ENSG00000265957	MIR4319	100422829	1
ENSG00000175322	ZNF519	162655	7
ENSG00000231061	LINC00395	100874157	1
ENSG00000267101	RP11-846C15.2		1
ENSG00000237687	LINC00686		2
ENSG00000215430	OR7E156P		2
ENSG00000223669	RP11-93B14.4		1
ENSG00000237378	RP11-473M10.3		1
ENSG00000101160	CTSZ	1522	9
ENSG00000228705	LINC00659	100652730	1
ENSG00000267097	RP11-309E23.2		1
ENSG00000178723	GLULP4		7
ENSG00000202478	RNU6-81P	100873780	1
ENSG00000229873	OGFR-AS1	101409261	1
ENSG00000261587	TMEM249	340393	1
ENSG00000022277	RTFDC1	51507	8
ENSG00000213232	PPP1R2P10		2
ENSG00000215199	YWHAZP6		3
ENSG00000233838	DPH3P1		4
ENSG00000233148	SYF2P2		2
ENSG00000241568	RN7SL338P		2
ENSG00000219926	RP11-394A14.2		6
ENSG00000266988	RP11-749H17.1		1
ENSG00000236527	ARF4P2		1
ENSG00000234181	RP11-182N22.8		1
ENSG00000232118	BACH1-AS1		1
ENSG00000215198	RP11-182N22.7	101930338	3
ENSG00000215432	OR7E104P		2
ENSG00000228817	BACH1-IT2		3
ENSG00000267354	RP11-749H17.2		1
ENSG00000272259	RP11-305P22.9	63930	1
ENSG00000272299	RP11-394A14.4		1
ENSG00000259229	RP11-38G5.3		2
ENSG00000266968	RP11-116O18.1		1
ENSG00000239171	snoU13		1
ENSG00000237849	NFYAP1		1
ENSG00000234293	BACH1-IT3		1
ENSG00000252995	RNU6-667P		1
ENSG00000267193	RP11-116O18.3		1
ENSG00000166145	SPINT1	6692	10
ENSG00000227674	LINC00355		1
ENSG00000273464	RP11-313P22.1		1
ENSG00000259548	RP11-38G5.2		1
ENSG00000125514	LINC00029		5
ENSG00000261229	RP11-38G5.4	10588	1
ENSG00000267558	RP11-618K16.4		1
ENSG00000214269	LGMNP1		3
ENSG00000222179	RN7SKP26		1
ENSG00000174680	GRIK1-AS1	642976	5
ENSG00000259770	RP11-81A1.3		2
ENSG00000237119	LINC01056	100144597	1
ENSG00000267293	RP11-8H2.1		1
ENSG00000252034	Y_RNA		1
ENSG00000271364	RP11-81A1.8		1
ENSG00000214266	STARP1		2
ENSG00000251939	RNU6-1278P		1
ENSG00000231133	HAR1B	768097	2
ENSG00000240983	RP11-742D12.1		1
ENSG00000180725	AC015871.1		4
ENSG00000179766	ATP8B5P	158381	13
ENSG00000259981	AF096876.1		1
ENSG00000251881	SNORD112		1
ENSG00000270112	RP11-742D12.2		2
ENSG00000227342	LINC00307	266919	1
ENSG00000236565	HNRNPA3P5		2
ENSG00000225978	HAR1A	768096	2
ENSG00000259967	RP11-2E17.2		1
ENSG00000221685	AL354775.1		1
ENSG00000225267	RPL8P2		1
ENSG00000267167	RP11-687F6.1		1
ENSG00000259417	RP11-2E17.1	100996492	2
ENSG00000234767	LINC01052		1
ENSG00000260416	RP5-963E22.5		1
ENSG00000267587	RP11-687F6.4		1
ENSG00000263581	MIR548X2	100616302	1
ENSG00000231977	RP5-963E22.4		1
ENSG00000263561	MIR4704	100616205	1
ENSG00000266957	RP11-49K24.4		1
ENSG00000207598	MIR124-3	406909	1
ENSG00000235737	TRIM60P19		1
ENSG00000267724	RP11-49K24.8		1
ENSG00000088881	EBF4	57593	16
ENSG00000266463	MIR3196	100423014	1
ENSG00000259361	LINC00927	283688	1
ENSG00000234527	PCDH9-AS1		1
ENSG00000266104	MIR4326	100422945	1
ENSG00000238500	RNU7-87P		1
ENSG00000222439	RNU6-994P		1
ENSG00000228842	PCDH9-AS2	100874064	2
ENSG00000203900	RP11-261N11.8	100130587	2
ENSG00000244213	ZFAND6P1		1
ENSG00000225263	PCDH9-AS3	100874086	1
ENSG00000235619	RPL36AP33		1
ENSG00000233840	PCDH9-AS4	100874087	1
ENSG00000227852	RP11-156G14.6		1
ENSG00000226390	RP11-358D14.2		1
ENSG00000214263	RPSAP53		2
ENSG00000263892	MIR4667	100616214	1
ENSG00000201077	RNU6-188P		1
ENSG00000230226	RP4-697K14.3		1
ENSG00000231393	RP11-331F9.3		1
ENSG00000230040	LINC00364		1
ENSG00000261684	RP11-265N6.1		1
ENSG00000101162	TUBB1	81027	3
ENSG00000227933	RP11-331F9.4	101926948	1
ENSG00000271287	BCRP9		1
ENSG00000232442	CTD-3184A7.4	100505771	1
ENSG00000261822	RP11-265N6.2		1
ENSG00000269900	RMRP	6023	2
ENSG00000227969	NPM1P22		1
ENSG00000140285	FGF7	2252	5
ENSG00000231667	OR7E111P		1
ENSG00000260490	RP11-265N6.3		2
ENSG00000243136	RN7SL22P		2
ENSG00000229299	RP4-583P15.10		2
ENSG00000228843	RP11-112J3.15		2
ENSG00000226537	OR7E33P		1
ENSG00000260282	EIF4EBP2P2		1
ENSG00000183206	POTEC	388468	12
ENSG00000258010	RP11-210M15.1	100133746	2
ENSG00000231208	RP4-583P15.11		4
ENSG00000227388	RP11-112J3.16		2
ENSG00000234765	ELL2P3		1
ENSG00000199805	RNU1-134P		1
ENSG00000239025	snoU13		1
ENSG00000216141	MIR941-2	100126339	2
ENSG00000216141	MIR941-2	100126330	2
ENSG00000216141	MIR941-2	100126329	2
ENSG00000263448	AL133410.1		1
ENSG00000246283	CTD-2036P10.3		2
ENSG00000259175	RP11-379K22.2	101929586	1
ENSG00000229910	HNRNPA1P18		1
ENSG00000216195	MIR941-3	100126352	2
ENSG00000236083	OR13E1P		1
ENSG00000101457	DNTTIP1	116092	8
ENSG00000215946	MIR941-1	100126329	2
ENSG00000260799	KRT8P50		1
ENSG00000233659	NDUFA5P4		1
ENSG00000266996	TCEB3CL2	100506888	2
ENSG00000236433	RPL37P21		1
ENSG00000272045	MIR1914	100302137	1
ENSG00000254793	FDPSP4		1
ENSG00000154721	JAM2	58494	10
ENSG00000235387	LINC00961	158376	1
ENSG00000207554	MIR647	693232	1
ENSG00000230405	RPS3AP52		1
ENSG00000205871	RPS3AP47		4
ENSG00000211588	AL023913.1		1
ENSG00000231518	RP11-327L3.3		1
ENSG00000230750	SDAD1P2		1
ENSG00000229824	RPL12P34		1
ENSG00000260928	SPCS2P1		2
ENSG00000261042	SLC52A2	79581	1
ENSG00000196421	LINC00176	284739	3
ENSG00000225639	PGAM1P2		1
ENSG00000267800	RP11-49K24.5		1
ENSG00000124172	ATP5E	514	5
ENSG00000234298	TCEB3CL	728929	1
ENSG00000243671	RN7SL761P		2
ENSG00000235036	RP5-1099D15.1		3
ENSG00000261687	RP11-473C18.3		1
ENSG00000201825	RNU6-1131P		1
ENSG00000232380	ZDHHC20P4		1
ENSG00000270408	JAG1		1
ENSG00000202211	Y_RNA		1
ENSG00000213866	YBX1P10		3
ENSG00000267761	CTD-2130O13.1		2
ENSG00000225501	SNRPFP3		1
ENSG00000261679	ATP5HP1		2
ENSG00000185088	RPS27L	51065	8
ENSG00000237371	RP13-152O15.5		1
ENSG00000237534	LINC00383		1
ENSG00000270792	RP11-103J8.1		1
ENSG00000260406	RP11-402F9.3		1
ENSG00000179443	OR13C6P		5
ENSG00000232852	CICP4		1
ENSG00000235221	LINC00401		1
ENSG00000243871	RN7SL487P		2
ENSG00000266582	MIR4527	100616264	1
ENSG00000183791	TCEB3C	101930171	4
ENSG00000183791	TCEB3C	101930165	4
ENSG00000183791	TCEB3C	101929858	4
ENSG00000183791	TCEB3C	101060464	4
ENSG00000183791	TCEB3C	101060457	4
ENSG00000183791	TCEB3C	162699	4
ENSG00000222398	RNU6-554P		1
ENSG00000224640	SRSF1P1		1
ENSG00000238535	snoU13		1
ENSG00000261307	RP11-157P23.2		1
ENSG00000273463	AL138834.1		1
ENSG00000224961	RP1-278O22.1	101929395	1
ENSG00000206991	RNU6-610P		1
ENSG00000149656	LINC00266-1	140849	4
ENSG00000228307	OR2S1P		1
ENSG00000224677	PDIA3P2		1
ENSG00000207495	RNY3P10		1
ENSG00000267156	TPMTP1		1
ENSG00000234900	RP1-278O22.2		1
ENSG00000270919	RP11-379K22.3		1
ENSG00000232314	PSMC1P13		1
ENSG00000267187	RP11-767C4.1		1
ENSG00000236110	OR2AM1P		1
ENSG00000232900	RP4-697P8.3	101929413	1
ENSG00000266542	MIR5572	100847042	1
ENSG00000222139	RNU6-380P		1
ENSG00000267541	RP11-380M21.2		1
ENSG00000222760	RNU4-53P		1
ENSG00000271983	RP11-28H5.2		1
ENSG00000230223	ATXN8OS	6315	2
ENSG00000217809	FAT1P1		1
ENSG00000269365	RP11-380M21.4		1
ENSG00000215283	HMGB3P24		3
ENSG00000208003	MIR549	693132	1
ENSG00000206181	TCEB3B	51224	4
ENSG00000270777	RP11-103J8.2		1
ENSG00000206944	RNU6-708P		1
ENSG00000202433	RNU6-54P		1
ENSG00000250973	KRTAP13-6P		1
ENSG00000266255	MIR4475	100616289	1
ENSG00000253033	RNU7-191P		1
ENSG00000226554	SOGA2P1		1
ENSG00000259546	RP11-351M8.2		1
ENSG00000265007	MIR4327	100422891	1
ENSG00000170122	FOXD4	2298	4
ENSG00000258885	RP11-344B23.2		1
ENSG00000200872	RNA5SP456		1
ENSG00000230990	RP4-734C18.1		1
ENSG00000226846	LINC00348	100885781	1
ENSG00000266984	RP11-23B5.1		1
ENSG00000233640	KRTAP13-5P		2
ENSG00000264922	MIR4540	100616278	1
ENSG00000260619	RP11-775C24.3		1
ENSG00000266276	MIR4743	100616366	1
ENSG00000265368	MIR4476	100616456	1
ENSG00000225801	RABEPKP1		1
ENSG00000237841	KRTAP19-9P		1
ENSG00000249839	AC011330.5		1
ENSG00000265855	MIR4514	100616181	1
ENSG00000235544	RPS11P1		1
ENSG00000250850	RP11-297B17.3		2
ENSG00000267762	RP11-426J5.2		1
ENSG00000236534	H3F3BP1		1
ENSG00000235312	KRTAP19-10P		1
ENSG00000259461	ANP32BP3		1
ENSG00000125385	RP11-297B17.2		9
ENSG00000271397	RP5-1128N12.2		1
ENSG00000218125	AP000567.27		1
ENSG00000237816	RPL21P109		1
ENSG00000271725	RP11-761I4.4		1
ENSG00000236612	KRTAP19-11P		1
ENSG00000237256	PGAM3P		1
ENSG00000232920	RP11-465M18.1		1
ENSG00000256818	AP001069.1		1
ENSG00000260100	RP11-220I1.5		1
ENSG00000233460	RPL35AP31		1
ENSG00000261411	RP11-268G13.1		1
ENSG00000259343	RP11-761I4.3	101929655	1
ENSG00000228422	LINC00687	728450	3
ENSG00000236400	KRTAP21-4P		1
ENSG00000232881	RPS10P21		2
ENSG00000238257	AP000244.11		1
ENSG00000256874	AL080274.1		1
ENSG00000233036	KRTAP8-2P		1
ENSG00000200037	RNA5SP32		1
ENSG00000222281	RN7SKP111		1
ENSG00000233137	RP11-220I1.1	100506710	2
ENSG00000227840	KRTAP8-3P		1
ENSG00000212377	SNORD37		1
ENSG00000271298	RP5-1012F16.2		1
ENSG00000166128	RAB8B	51762	8
ENSG00000227952	RPL18AP17		2
ENSG00000184586	KRTAP7-1		4
ENSG00000236526	RP4-742J24.2		1
ENSG00000251715	SNORA68		1
ENSG00000256386	AP000244.1		1
ENSG00000235292	RP4-796I8.1		1
ENSG00000199282	SNORA9		1
ENSG00000230437	RP11-102J14.1		1
ENSG00000226617	RPL21P110		1
ENSG00000228941	UBE3AP2		1
ENSG00000237306	HSPE1P22		1
ENSG00000235698	PA2G4P2		1
ENSG00000206922	RNU6-80P		1
ENSG00000175063	UBE2C	11065	12
ENSG00000232179	RP11-100G15.2		1
ENSG00000233048	RP5-1069C8.2	101929486	1
ENSG00000233242	RP11-220I1.2		2
ENSG00000220981	AL391384.1		1
ENSG00000237325	AP000563.2		3
ENSG00000228069	RP11-100G15.3		1
ENSG00000199381	RNU6-79P	100873779	1
ENSG00000200502	Y_RNA		1
ENSG00000237594	AP000251.3	150051	2
ENSG00000232041	PSMD10P3		1
ENSG00000269931	RP5-1069C8.3		1
ENSG00000228292	RP11-220I1.4		1
ENSG00000230870	FBXW11P1		2
ENSG00000216070	AL158155.1		1
ENSG00000124091	GCNT7	140687	5
ENSG00000234265	RP11-157E14.1	100505515	1
ENSG00000236972	FABP5P1		1
ENSG00000101166	SLMO2	51012	11
ENSG00000206784	Y_RNA		1
ENSG00000238288	RP11-100G15.4		1
ENSG00000261539	FBXL6	26233	1
ENSG00000224648	RP11-397D12.4		1
ENSG00000271426	RP4-718P11.1		1
ENSG00000200267	RNU6-66P	100873770	1
ENSG00000236156	CHCHD4P3		2
ENSG00000265959	AL354720.1		1
ENSG00000226263	ISM1-AS1	100505536	1
ENSG00000264255	RN7SL463P		1
ENSG00000201253	RNU4-10P		1
ENSG00000166763	STRCP1		7
ENSG00000167220	HDHD2	84064	7
ENSG00000206697	RNY1P8		1
