EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]	Ensembl Gene ID
258198	NM_001011531		ENSMUSG00000059279
258198			ENSMUSG00000059279
393082	NM_199477		ENSMUSG00000056487
393082			ENSMUSG00000056487
21355			ENSMUSG00000024339
21355			ENSMUSG00000024339
21355			ENSMUSG00000024339
21355			ENSMUSG00000024339
21355	NM_011530		ENSMUSG00000024339
			ENSMUSG00000095570
			ENSMUSG00000086386
230027			ENSMUSG00000028247
230027	NM_172687		ENSMUSG00000028247
			ENSMUSG00000081613
258261	NM_207153		ENSMUSG00000060765
259148	NM_207153		ENSMUSG00000060765
665755			ENSMUSG00000096728
71888			ENSMUSG00000035592
71888	NM_027983		ENSMUSG00000035592
380975			ENSMUSG00000093550
380975			ENSMUSG00000093550
			ENSMUSG00000079222
257892	NM_001011743		ENSMUSG00000056564
14300	NM_013522		ENSMUSG00000031590
			ENSMUSG00000086090
			ENSMUSG00000086090
			ENSMUSG00000094874
			ENSMUSG00000081705
			ENSMUSG00000095500
			ENSMUSG00000083272
114142	NM_053242		ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142	NM_212435		ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
114142			ENSMUSG00000029563
			ENSMUSG00000095450
			ENSMUSG00000085108
71913			ENSMUSG00000001420
71913			ENSMUSG00000001420
71913	NM_024246		ENSMUSG00000001420
			ENSMUSG00000094225
14528	NM_008102		ENSMUSG00000037580
			ENSMUSG00000094728
78354	NM_144544		ENSMUSG00000037145
78354			ENSMUSG00000037145
78354			ENSMUSG00000037145
			ENSMUSG00000073057
			ENSMUSG00000081169
			ENSMUSG00000079615
			ENSMUSG00000083763
			ENSMUSG00000098054
114564	NM_033616		ENSMUSG00000062783
665378	NM_033616		ENSMUSG00000062783
100040213	NM_033616		ENSMUSG00000062783
100041903	NM_033616		ENSMUSG00000062783
100503433	NM_033616		ENSMUSG00000062783
100503923	NM_033616		ENSMUSG00000062783
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
223726	NM_172610		ENSMUSG00000041708
223726			ENSMUSG00000041708
223726			ENSMUSG00000041708
			ENSMUSG00000085676
			ENSMUSG00000096808
319518			ENSMUSG00000033624
319518	NM_198308		ENSMUSG00000033624
319518			ENSMUSG00000033624
227526			ENSMUSG00000039496
227526	NM_177647		ENSMUSG00000039496
227526			ENSMUSG00000039496
14688	NM_008142		ENSMUSG00000029064
14688	NM_001160016		ENSMUSG00000029064
14688			ENSMUSG00000029064
14688			ENSMUSG00000029064
14688			ENSMUSG00000029064
14688			ENSMUSG00000029064
14688			ENSMUSG00000029064
14688			ENSMUSG00000029064
14688			ENSMUSG00000029064
14688	NM_001160017		ENSMUSG00000029064
244448	NM_177742		ENSMUSG00000031651
14764	NM_009962		ENSMUSG00000034117
319634			ENSMUSG00000050944
319634			ENSMUSG00000050944
319634			ENSMUSG00000050944
319634			ENSMUSG00000050944
319634	NM_176965		ENSMUSG00000050944
16159	NM_008351		ENSMUSG00000027776
16159	NM_001159424		ENSMUSG00000027776
170930			ENSMUSG00000020738
170930			ENSMUSG00000020738
170930	NM_133354		ENSMUSG00000020738
170930			ENSMUSG00000020738
170930			ENSMUSG00000020738
170930			ENSMUSG00000020738
170930			ENSMUSG00000020738
101056240			ENSMUSG00000020738
101056240			ENSMUSG00000020738
101056240	NM_133354		ENSMUSG00000020738
101056240			ENSMUSG00000020738
101056240			ENSMUSG00000020738
101056240			ENSMUSG00000020738
101056240			ENSMUSG00000020738
101056627			ENSMUSG00000020738
101056627			ENSMUSG00000020738
101056627	NM_133354		ENSMUSG00000020738
101056627			ENSMUSG00000020738
101056627			ENSMUSG00000020738
101056627			ENSMUSG00000020738
101056627			ENSMUSG00000020738
22767	NM_009570		ENSMUSG00000053211
28253			ENSMUSG00000030236
28253			ENSMUSG00000030236
28253	NM_020495		ENSMUSG00000030236
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887			ENSMUSG00000023764
78887	NM_030207		ENSMUSG00000023764
78887			ENSMUSG00000023764
17993	NM_010887		ENSMUSG00000021764
258373	NM_146376		ENSMUSG00000043880
13560	NM_007893		ENSMUSG00000024137
			ENSMUSG00000083303
			ENSMUSG00000084835
			ENSMUSG00000082969
			ENSMUSG00000086545
			ENSMUSG00000085402
			ENSMUSG00000086512
			ENSMUSG00000085955
			ENSMUSG00000093544
			ENSMUSG00000082443
108673	NM_023731		ENSMUSG00000024732
108673			ENSMUSG00000024732
622117	NM_001160412		ENSMUSG00000091490
18174			ENSMUSG00000023030
18174			ENSMUSG00000023030
18174			ENSMUSG00000023030
18174			ENSMUSG00000023030
18174			ENSMUSG00000023030
18174			ENSMUSG00000023030
18174	NM_001146161		ENSMUSG00000023030
18174	NM_008732		ENSMUSG00000023030
14313	NM_008046		ENSMUSG00000021765
13421			ENSMUSG00000025279
13421	NM_007870		ENSMUSG00000025279
			ENSMUSG00000091272
97212			ENSMUSG00000025745
97212			ENSMUSG00000025745
97212			ENSMUSG00000025745
97212			ENSMUSG00000025745
97212	NM_178878		ENSMUSG00000025745
			ENSMUSG00000080886
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170			ENSMUSG00000026856
57170	NM_020329		ENSMUSG00000026856
22202	NM_011667		ENSMUSG00000069053
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182			ENSMUSG00000002102
19182	NM_008948		ENSMUSG00000002102
66540			ENSMUSG00000026655
66540			ENSMUSG00000026655
66540			ENSMUSG00000026655
66540			ENSMUSG00000026655
66540	NM_025626		ENSMUSG00000026655
66540			ENSMUSG00000026655
66540			ENSMUSG00000026655
66540			ENSMUSG00000026655
68480	NM_026738		ENSMUSG00000037960
			ENSMUSG00000098023
			ENSMUSG00000081254
216781	NM_001039047		ENSMUSG00000037124
69700			ENSMUSG00000079022
69700			ENSMUSG00000079022
69700			ENSMUSG00000079022
69700	NM_027174		ENSMUSG00000079022
			ENSMUSG00000083805
			ENSMUSG00000081076
			ENSMUSG00000083711
546282			ENSMUSG00000093923
546282	NM_001081657		ENSMUSG00000093923
			ENSMUSG00000080818
			ENSMUSG00000081597
68725	NM_001167996		ENSMUSG00000046999
			ENSMUSG00000082736
			ENSMUSG00000076614
			ENSMUSG00000084809
69826	NM_023529		ENSMUSG00000024731
382277	NM_001040669		ENSMUSG00000096620
76132			ENSMUSG00000028246
76132			ENSMUSG00000028246
76132			ENSMUSG00000028246
76132	NM_175234		ENSMUSG00000028246
76132			ENSMUSG00000028246
			ENSMUSG00000081530
			ENSMUSG00000082597
			ENSMUSG00000078518
93838	NM_033606		ENSMUSG00000009145
100038977	NM_001102677		ENSMUSG00000073267
22702	NM_009556		ENSMUSG00000051176
26970			ENSMUSG00000028751
26970			ENSMUSG00000028751
26970	NM_012044		ENSMUSG00000028751
			ENSMUSG00000084288
404346	NM_207693		ENSMUSG00000063549
		NR_040631	ENSMUSG00000086221
382007	NM_001009547		ENSMUSG00000063900
21909	NM_009392		ENSMUSG00000068327
21909			ENSMUSG00000068327
216783	NM_207230		ENSMUSG00000061344
			ENSMUSG00000087318
			ENSMUSG00000082492
20592	NM_011419		ENSMUSG00000056673
			ENSMUSG00000087203
			ENSMUSG00000087203
258493	NM_146500		ENSMUSG00000064044
13525	NM_010085		ENSMUSG00000048516
			ENSMUSG00000092268
			ENSMUSG00000090012
			ENSMUSG00000082878
258494	NM_146501		ENSMUSG00000058222
			ENSMUSG00000050852
			ENSMUSG00000050852
66313			ENSMUSG00000018363
66313			ENSMUSG00000018363
66313			ENSMUSG00000018363
66313			ENSMUSG00000018363
66313			ENSMUSG00000018363
66313	NM_025481		ENSMUSG00000018363
			ENSMUSG00000083857
257931	NM_001011769		ENSMUSG00000060030
246048			ENSMUSG00000022860
246048			ENSMUSG00000022860
246048	NM_139134		ENSMUSG00000022860
211253	NM_145960		ENSMUSG00000022022
66082			ENSMUSG00000025277
66082	NM_025341		ENSMUSG00000025277
20340			ENSMUSG00000003316
20340			ENSMUSG00000003316
20340			ENSMUSG00000003316
20340	NM_009149		ENSMUSG00000003316
211550			ENSMUSG00000046688
211550			ENSMUSG00000046688
211550			ENSMUSG00000046688
211550			ENSMUSG00000046688
211550	NM_145133		ENSMUSG00000046688
384813	NM_001079931		ENSMUSG00000050190
384813	NM_001025240		ENSMUSG00000050190
229512	NM_178246		ENSMUSG00000001415
			ENSMUSG00000084754
258064	NM_001011818		ENSMUSG00000061835
16671	NM_013570		ENSMUSG00000057723
218973			ENSMUSG00000037572
218973			ENSMUSG00000037572
218973	NM_172598		ENSMUSG00000037572
218973			ENSMUSG00000037572
			ENSMUSG00000081634
666279	NM_010080		ENSMUSG00000053268
			ENSMUSG00000086517
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434	NM_001113374		ENSMUSG00000015536
17434	NM_001113375		ENSMUSG00000015536
17434			ENSMUSG00000015536
17434			ENSMUSG00000015536
17434	NM_013826		ENSMUSG00000015536
			ENSMUSG00000083353
258531	NM_146538		ENSMUSG00000056959
20464	NM_011376		ENSMUSG00000019913
252866	NM_145745		ENSMUSG00000079058
384814	NM_145745		ENSMUSG00000079058
			ENSMUSG00000054779
72333	NM_001081390		ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
72333			ENSMUSG00000058056
257917	NM_001011760		ENSMUSG00000059504
			ENSMUSG00000090227
			ENSMUSG00000080723
			ENSMUSG00000081093
			ENSMUSG00000045339
			ENSMUSG00000045339
			ENSMUSG00000085677
			ENSMUSG00000085677
231014			ENSMUSG00000056004
231014			ENSMUSG00000056004
231014			ENSMUSG00000056004
231014			ENSMUSG00000056004
231014	NM_172706		ENSMUSG00000056004
231014			ENSMUSG00000056004
231014			ENSMUSG00000056004
231014			ENSMUSG00000056004
16672	NM_027563		ENSMUSG00000043485
			ENSMUSG00000067103
			ENSMUSG00000067103
68259			ENSMUSG00000027778
68259	NM_026641		ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
68259			ENSMUSG00000027778
217692	NM_001167983		ENSMUSG00000042700
217692	NM_172579		ENSMUSG00000042700
545279			ENSMUSG00000067571
545279			ENSMUSG00000067571
545279	NM_001034898		ENSMUSG00000067571
			ENSMUSG00000063001
			ENSMUSG00000063001
14727			ENSMUSG00000089672
14727	NM_008147		ENSMUSG00000089672
			ENSMUSG00000098552
			ENSMUSG00000094303
		NR_045919	ENSMUSG00000085889
			ENSMUSG00000097304
			ENSMUSG00000096517
			ENSMUSG00000087457
			ENSMUSG00000064315
			ENSMUSG00000096236
56846			ENSMUSG00000027489
56846			ENSMUSG00000027489
56846			ENSMUSG00000027489
56846			ENSMUSG00000027489
56846			ENSMUSG00000027489
56846	NM_021546		ENSMUSG00000027489
56846			ENSMUSG00000027489
77522	NM_029921		ENSMUSG00000029829
237611			ENSMUSG00000040287
237611			ENSMUSG00000040287
237611	NM_177707		ENSMUSG00000040287
237611			ENSMUSG00000040287
237611			ENSMUSG00000040287
13406	NM_016779		ENSMUSG00000029307
665802			ENSMUSG00000096756
100040885			ENSMUSG00000096756
100862202			ENSMUSG00000096756
			ENSMUSG00000086181
18034	NM_019408		ENSMUSG00000025225
18034	NM_001177370		ENSMUSG00000025225
18034	NM_001177369		ENSMUSG00000025225
			ENSMUSG00000094915
75429	NM_001162878		ENSMUSG00000049154
75429	NM_029283		ENSMUSG00000049154
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857			ENSMUSG00000019558
102857	NM_133987		ENSMUSG00000019558
102857	NM_001142809		ENSMUSG00000019558
102857	NM_001142810		ENSMUSG00000019558
			ENSMUSG00000084028
			ENSMUSG00000080733
			ENSMUSG00000062036
		NR_073205	ENSMUSG00000062036
			ENSMUSG00000084907
69837	NM_197992		ENSMUSG00000069678
69837			ENSMUSG00000069678
69837			ENSMUSG00000069678
69837			ENSMUSG00000069678
69837			ENSMUSG00000069678
69837			ENSMUSG00000069678
69837			ENSMUSG00000069678
			ENSMUSG00000079808
14107	NM_001081286		ENSMUSG00000070047
			ENSMUSG00000080747
79555			ENSMUSG00000019132
79555	NM_024473		ENSMUSG00000019132
			ENSMUSG00000081763
			ENSMUSG00000087501
100039863			ENSMUSG00000093828
100039863			ENSMUSG00000093828
100039939			ENSMUSG00000093828
100039939			ENSMUSG00000093828
100040048			ENSMUSG00000093828
100040048			ENSMUSG00000093828
100861978			ENSMUSG00000093828
100861978			ENSMUSG00000093828
			ENSMUSG00000045217
			ENSMUSG00000045217
		NR_033171	ENSMUSG00000045217
			ENSMUSG00000069913
76964			ENSMUSG00000009114
76964	NM_029816		ENSMUSG00000009114
258529	NM_146536		ENSMUSG00000070438
15891	NM_008318		ENSMUSG00000029306
			ENSMUSG00000083471
			ENSMUSG00000082838
			ENSMUSG00000083931
258065	NM_001011819		ENSMUSG00000096806
382275			ENSMUSG00000079655
382275	NM_001025607		ENSMUSG00000079655
211556	NM_145964		ENSMUSG00000074238
16158			ENSMUSG00000095623
100038993			ENSMUSG00000095623
100042555			ENSMUSG00000095623
100861969			ENSMUSG00000095623
67078	NM_025954		ENSMUSG00000043445
17773			ENSMUSG00000054764
17773	NM_008639		ENSMUSG00000054764
76002	NM_001251849		ENSMUSG00000094584
73991	NM_178628		ENSMUSG00000021066
70617	NM_027482		ENSMUSG00000050549
			ENSMUSG00000081280
			ENSMUSG00000085240
		NR_030716	ENSMUSG00000074918
234736	NM_146218		ENSMUSG00000033596
			ENSMUSG00000087328
258530	NM_146537		ENSMUSG00000094805
			ENSMUSG00000074237
67053	NM_025938		ENSMUSG00000023156
			ENSMUSG00000098834
56716	NM_001252465		ENSMUSG00000024142
56716	NM_001252463		ENSMUSG00000024142
56716	NM_001252465		ENSMUSG00000024142
56716	NM_019988		ENSMUSG00000024142
56716	NM_001252464		ENSMUSG00000024142
			ENSMUSG00000090704
			ENSMUSG00000081994
52897			ENSMUSG00000025576
52897			ENSMUSG00000025576
52897			ENSMUSG00000025576
52897			ENSMUSG00000025576
52897	NM_001039168		ENSMUSG00000025576
52897	NM_001024931		ENSMUSG00000025576
52897			ENSMUSG00000025576
52897	NM_001039167		ENSMUSG00000025576
52897			ENSMUSG00000025576
52897			ENSMUSG00000025576
	NM_001177351		ENSMUSG00000075010
			ENSMUSG00000086421
			ENSMUSG00000076615
			ENSMUSG00000081512
			ENSMUSG00000086048
			ENSMUSG00000086048
13494			ENSMUSG00000020457
13494			ENSMUSG00000020457
13494			ENSMUSG00000020457
13494			ENSMUSG00000020457
13494			ENSMUSG00000020457
13494	NM_007879		ENSMUSG00000020457
13494			ENSMUSG00000020457
			ENSMUSG00000090790
			ENSMUSG00000085684
			ENSMUSG00000094130
			ENSMUSG00000093740
			ENSMUSG00000081312
			ENSMUSG00000084802
			ENSMUSG00000090726
330286	NM_194061		ENSMUSG00000063455
330286			ENSMUSG00000063455
330286			ENSMUSG00000063455
330286			ENSMUSG00000063455
330286			ENSMUSG00000063455
330286			ENSMUSG00000063455
71078	NM_027665		ENSMUSG00000043468
			ENSMUSG00000084755
			ENSMUSG00000079076
26908			ENSMUSG00000069049
26908			ENSMUSG00000069049
26908			ENSMUSG00000069049
26908			ENSMUSG00000069049
26908			ENSMUSG00000069049
26908			ENSMUSG00000069049
26908	NM_012011		ENSMUSG00000069049
16815			ENSMUSG00000034968
16815	NM_010692		ENSMUSG00000034968
67296	NM_080843		ENSMUSG00000048379
			ENSMUSG00000081413
211255	NM_001024135		ENSMUSG00000043881
			ENSMUSG00000075576
		NR_033551	ENSMUSG00000075576
			ENSMUSG00000075576
68957			ENSMUSG00000041423
68957			ENSMUSG00000041423
68957			ENSMUSG00000041423
68957	NM_198410		ENSMUSG00000041423
68957			ENSMUSG00000041423
67709	NM_026328		ENSMUSG00000027876
			ENSMUSG00000072915
			ENSMUSG00000072915
			ENSMUSG00000072915
			ENSMUSG00000091390
64010	NM_022028		ENSMUSG00000021067
			ENSMUSG00000046952
432879	NM_001034882		ENSMUSG00000075502
109821	NM_028066		ENSMUSG00000031645
			ENSMUSG00000098707
			ENSMUSG00000083551
			ENSMUSG00000081572
			ENSMUSG00000083666
			ENSMUSG00000086594
			ENSMUSG00000086594
			ENSMUSG00000086594
67344	NM_001163768		ENSMUSG00000028523
67344			ENSMUSG00000028523
67344			ENSMUSG00000028523
67344			ENSMUSG00000028523
67344	NM_001163767		ENSMUSG00000028523
67344	NM_026100		ENSMUSG00000028523
67344			ENSMUSG00000028523
64381	NM_022430		ENSMUSG00000024730
			ENSMUSG00000087692
			ENSMUSG00000084890
			ENSMUSG00000084890
			ENSMUSG00000084890
			ENSMUSG00000084890
66329			ENSMUSG00000021384
66329			ENSMUSG00000021384
66329			ENSMUSG00000021384
66329			ENSMUSG00000021384
66329	NM_028340		ENSMUSG00000021384
66329	NM_025491		ENSMUSG00000021384
19215			ENSMUSG00000015090
19215			ENSMUSG00000015090
19215			ENSMUSG00000015090
19215	NM_008963		ENSMUSG00000015090
19215			ENSMUSG00000015090
18741			ENSMUSG00000028023
18741	NM_001042502		ENSMUSG00000028023
18741			ENSMUSG00000028023
18741			ENSMUSG00000028023
18741	NM_001042504		ENSMUSG00000028023
18741			ENSMUSG00000028023
18741	NM_011098		ENSMUSG00000028023
			ENSMUSG00000037884
		NR_040445	ENSMUSG00000037884
94111	NM_053172		ENSMUSG00000053863
			ENSMUSG00000082020
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007			ENSMUSG00000020739
445007	NM_001002929		ENSMUSG00000020739
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630	NM_001177844		ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630	NM_001177843		ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630	NM_172475		ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
209630			ENSMUSG00000026657
			ENSMUSG00000082900
			ENSMUSG00000076617
			ENSMUSG00000076617
			ENSMUSG00000089932
15002			ENSMUSG00000041538
15002			ENSMUSG00000041538
15002			ENSMUSG00000041538
15002	NM_010389		ENSMUSG00000041538
			ENSMUSG00000084015
			ENSMUSG00000082344
19146	NM_178855		ENSMUSG00000022857
19146	NM_008941		ENSMUSG00000022857
			ENSMUSG00000095391
15360	NM_008256		ENSMUSG00000027875
15360			ENSMUSG00000027875
		NR_045392	ENSMUSG00000074620
			ENSMUSG00000074620
			ENSMUSG00000083581
			ENSMUSG00000086243
26458			ENSMUSG00000027359
26458			ENSMUSG00000027359
26458			ENSMUSG00000027359
26458	NM_011978		ENSMUSG00000027359
			ENSMUSG00000096669
			ENSMUSG00000078270
			ENSMUSG00000074912
		NR_030683	ENSMUSG00000074912
			ENSMUSG00000074912
		NR_045380	ENSMUSG00000074619
			ENSMUSG00000074619
			ENSMUSG00000087122
			ENSMUSG00000078263
69944			ENSMUSG00000020491
69944	NM_172403		ENSMUSG00000020491
24047			ENSMUSG00000094661
100039053			ENSMUSG00000094661
			ENSMUSG00000082531
			ENSMUSG00000072387
			ENSMUSG00000082993
			ENSMUSG00000097985
			ENSMUSG00000086688
			ENSMUSG00000086688
			ENSMUSG00000081818
18829			ENSMUSG00000095320
100504362			ENSMUSG00000095320
			ENSMUSG00000082798
			ENSMUSG00000080964
238405	NM_001009545		ENSMUSG00000051804
			ENSMUSG00000081547
			ENSMUSG00000078480
			ENSMUSG00000085090
			ENSMUSG00000082591
			ENSMUSG00000087581
			ENSMUSG00000083958
			ENSMUSG00000094350
69369	NM_027058		ENSMUSG00000024729
			ENSMUSG00000086702
			ENSMUSG00000081784
			ENSMUSG00000084257
			ENSMUSG00000081893
71897			ENSMUSG00000026765
71897			ENSMUSG00000026765
71897	NM_027990		ENSMUSG00000026765
238406	NM_174885		ENSMUSG00000043945
74568			ENSMUSG00000012519
74568			ENSMUSG00000012519
74568	NM_029005		ENSMUSG00000012519
74568			ENSMUSG00000012519
			ENSMUSG00000082456
			ENSMUSG00000084192
			ENSMUSG00000086163
			ENSMUSG00000098924
			ENSMUSG00000091606
			ENSMUSG00000086074
			ENSMUSG00000086074
22380	NM_018765		ENSMUSG00000022023
			ENSMUSG00000087265
407790	NM_001098789		ENSMUSG00000040280
			ENSMUSG00000099239
319259			ENSMUSG00000045744
319259	NM_175682		ENSMUSG00000045744
22698	NM_011758		ENSMUSG00000037001
